"ano","area","total"
2017,"Filosofia","42129659"
2017,"Física","1161315194"
2017,"Fisiologia","151115356"
2017,"Fisioterapia e Terapia Ocupacional","138893928"
2017,"Fonoaudiologia","61185994"
2017,"Fontes Alternativas de Energia","4000"
2017,"Genética","487889279"
2017,"Geociências","639301001"
2017,"Geografia","50981643"
2017,"História","140456594"
2017,"Imunologia","325018191"
2017,"Letras","64253476"
2017,"Lingüística","48275870"
2017,"Matemática","281863384"
2017,"Medicina","647385584"
2017,"Medicina Veterinária","397217195"
2017,"Microbiologia","172105660"
2017,"Microeletrônica","53602571"
2017,"Morfologia","108075385"
2017,"Mudanças Climáticas","103828"
2017,"Multidisciplinar","8296911"
2017,"Museologia","712249"
2017,"Nanotecnologia e Novos Materiais","1365441"
2017,"Nutrição","78971479"
2017,"Oceanografia","299100806"
2017,"Odontologia","106951329"
2017,"Parasitologia","151124800"
2017,"Planejamento Urbano e Regional","88475019"
2017,"Probabilidade e Estatística","91398147"
2017,"Psicologia","172873848"
2017,"Química","1314279835"
2017,"Química Industrial","18704191"
2017,"Recursos Florestais e Engenharia Florestal","451668844"
2017,"Recursos Pesqueiros e Engenharia de Pesca","500776123"
2017,"Relações Internacionais","30534"
2017,"Robótica, Mecatrônica e Automação","39962358"
2017,"Saúde Coletiva","391133391"
2017,"Serviço Social","10317202"
2017,"Sociologia","85078302"
2017,"Tecnologia da Informação e Comunicação","1248000"
2017,"Tecnologia e Inovação","6500"
2017,"Tecnologia e Inovação para Agropecuária","1765842"
2017,"Tecnologias Ambientais","667528"
2017,"Tecnologias Educacionais e Sociais","798100"
2017,"Tecnologias Médicas e da Saúde","1749413"
2017,"Tecnologias nas áreas Aeronáutica e Aeroespacial","569617"
2017,"Tecnologias Naval e Marítima","64400"
2017,"Tecnologias para o Desenvolvimento Sustentável","887200"
2017,"Teologia","3319105"
2017,"Turismo","4599032"
2017,"Zoologia","429031800"
2017,"Zootecnia","206447361"
2017,NULL,"7575918"
2018,"Administração","68666065"
2018,"Administração Hospitalar","7153994"
2018,"Agronomia","608563523"
2018,"Antropologia","72362058"
2018,"Áreas Tecnológicas de Física e Matemática","134900"
2018,"Áreas Tecnológicas de Química e Geociências","507916"
2018,"Arqueologia","46743632"
2018,"Arquitetura e Urbanismo","80718718"
2018,"Artes","69833991"
2018,"Astronomia","172245436"
2018,"Biodiversidade e Recursos Naturais","911912"
2018,"Bioética","6300"
2018,"Biofísica","43487924"
2018,"Biologia Geral","97278200"
2018,"Biomedicina","66324190"
2018,"Bioquímica","633060106"
2018,"Biotecnologia","389808071"
2018,"Biotecnologia (Tecnologias)","2634959"
2018,"Botânica","220911948"
2018,"Ciência da Computação","1214311925"
2018,"Ciência da Informação","63249168"
2018,"Ciência e Tecnologia de Alimentos","328009644"
2018,"Ciência Política","136968537"
2018,"Ciências","28500"
2018,"Ciências Ambientais","251858809"
2018,"Ciências Sociais","150756"
2018,"Complexo da Defesa","160800"
2018,"Comunicação","50026335"
2018,"Defesa","51121497"
2018,"Demografia","10813228"
2018,"Desenho Industrial","241963292"
2018,"Desenvolvimento Tecnológico e Industrial","2388428"
2018,"Direito","50065426"
2018,"Divulgação Científica","83850884"
2018,"Ecologia","715678542"
2018,"Economia","86805754"
2018,"Economia Doméstica","393743"
2018,"Educação","109736553"
2018,"Educação Física","210477796"
2018,"Energia","855356"
2018,"Enfermagem","119578955"
2018,"Engenharia Aeroespacial","276129190"
2018,"Engenharia Agrícola","68009693"
2018,"Engenharia Biomédica","160436053"
2018,"Engenharia Civil","569646219"
2018,"Engenharia de Energia","289466762"
2018,"Engenharia de Materiais e Metalúrgica","432120941"
2018,"Engenharia de Minas","32243803"
2018,"Engenharia de Produção","241999733"
2018,"Engenharia de Transportes","98321623"
2018,"Engenharia Elétrica","334121308"
2018,"Engenharia Mecânica","412063106"
2018,"Engenharia Mecatrônica","241600"
2018,"Engenharia Naval e Oceânica","74711847"
2018,"Engenharia Nuclear","59428965"
2018,"Engenharia Química","739069918"
2018,"Engenharia Sanitária","117727194"
2018,"Farmácia","425012647"
2018,"Farmacologia","285810896"
2018,"Filosofia","70874902"
2018,"Física","1125891078"
2018,"Fisiologia","175883605"
2018,"Fisioterapia e Terapia Ocupacional","94231502"
2018,"Fonoaudiologia","21362117"
2018,"Fontes Alternativas de Energia","3200"
2018,"Genética","518678697"
2018,"Geociências","605718512"
2018,"Geografia","48399706"
2018,"História","111189183"
2018,"Imunologia","284041314"
2018,"Letras","64103026"
2018,"Lingüística","47977277"
2018,"Matemática","267406655"
2018,"Medicina","854265653"
2018,"Medicina Veterinária","326074643"
2018,"Microbiologia","311005064"
2018,"Microeletrônica","82348713"
2018,"Morfologia","179510905"
2018,"Mudanças Climáticas","123028"
2018,"Multidisciplinar","7921664"
2018,"Museologia","606860"
2018,"Nanotecnologia e Novos Materiais","909476"
2018,"Nutrição","118508695"
2018,"Oceanografia","247057037"
2018,"Odontologia","85926318"
2018,"Parasitologia","206525019"
2018,"Planejamento Urbano e Regional","67820747"
2018,"Probabilidade e Estatística","67237879"
2018,"Psicologia","167630413"
2018,"Química","906557826"
2018,"Química Industrial","2219837"
2018,"Recursos Florestais e Engenharia Florestal","490331275"
2018,"Recursos Pesqueiros e Engenharia de Pesca","145133667"
2018,"Relações Internacionais","2800"
2018,"Robótica, Mecatrônica e Automação","44821610"
2018,"Saúde Coletiva","686466493"
2018,"Segurança Contra Incêndio","74939"
2018,"Serviço Social","32170167"
2018,"Sociologia","73851530"
2018,"Tecnologia da Informação e Comunicação","1233800"
2018,"Tecnologia e Inovação","2800"
2018,"Tecnologia e Inovação para Agropecuária","1398300"
2018,"Tecnologias Ambientais","694028"
2018,"Tecnologias Educacionais e Sociais","832600"
2018,"Tecnologias Médicas e da Saúde","1550650"
2018,"Tecnologias nas áreas Aeronáutica e Aeroespacial","311000"
2018,"Tecnologias Naval e Marítima","84500"
2018,"Tecnologias para o Desenvolvimento Sustentável","938000"
2018,"Teologia","2153405"
2018,"Turismo","6399538"
2018,"Zoologia","437228563"
2018,"Zootecnia","207064412"
2018,NULL,"7495502"
2019,"Administração","25000848"
2019,"Administração Hospitalar","10782"
2019,"Agronomia","74431484"
2019,"Antropologia","10415313"
2019,"Áreas Tecnológicas de Física e Matemática","165100"
2019,"Áreas Tecnológicas de Química e Geociências","507928"
2019,"Arqueologia","2777209"
2019,"Arquitetura e Urbanismo","6493170"
2019,"Artes","7112342"
2019,"Astronomia","5643019"
2019,"Biodiversidade e Recursos Naturais","861908"
2019,"Bioética","500"
2019,"Biofísica","6477584"
2019,"Biologia Geral","6529621"
2019,"Biomedicina","1663719"
2019,"Bioquímica","26515787"
2019,"Biotecnologia","19555798"
2019,"Biotecnologia (Tecnologias)","2706788"
2019,"Botânica","16929281"
2019,"Ciência da Computação","41049871"
2019,"Ciência da Informação","3314173"
2019,"Ciência e Tecnologia de Alimentos","21324418"
2019,"Ciência Política","8423687"
2019,"Ciências","36000"
2019,"Ciências Ambientais","14581363"
2019,"Ciências Sociais","201756"
2019,"Complexo da Defesa","105600"
2019,"Comunicação","9039960"
2019,"Defesa","59373"
2019,"Demografia","1926552"
2019,"Desenho Industrial","2847913"
2019,"Desenvolvimento Tecnológico e Industrial","2482228"
2019,"Direito","8239433"
2019,"Divulgação Científica","11764766"
2019,"Ecologia","28072482"
2019,"Economia","15424856"
2019,"Economia Doméstica","184500"
2019,"Educação","35353926"
2019,"Educação Física","7616203"
2019,"Energia","858998"
2019,"Enfermagem","12791806"
2019,"Engenharia Aeroespacial","13702742"
2019,"Engenharia Agrícola","10929772"
2019,"Engenharia Biomédica","4565147"
2019,"Engenharia Civil","25432071"
2019,"Engenharia de Energia","3681640"
2019,"Engenharia de Materiais e Metalúrgica","27060300"
2019,"Engenharia de Minas","3060409"
2019,"Engenharia de Produção","10388126"
2019,"Engenharia de Transportes","3393747"
2019,"Engenharia Elétrica","28332892"
2019,"Engenharia Mecânica","22338396"
2019,"Engenharia Mecatrônica","308860"
2019,"Engenharia Naval e Oceânica","971193"
2019,"Engenharia Nuclear","8756765"
2019,"Engenharia Química","28630948"
2019,"Engenharia Sanitária","11464057"
2019,"Farmácia","21366584"
2019,"Farmacologia","17211300"
2019,"Filosofia","9530431"
2019,"Física","58046545"
2019,"Fisiologia","14789466"
2019,"Fisioterapia e Terapia Ocupacional","5718424"
2019,"Fonoaudiologia","2751682"
2019,"Genética","26950229"
2019,"Geociências","38493977"
2019,"Geografia","9266468"
2019,"História","21142648"
2019,"Imunologia","11048726"
2019,"Letras","19237890"
2019,"Lingüística","15052903"
2019,"Matemática","29907576"
2019,"Medicina","52162048"
2019,"Medicina Veterinária","24915855"
2019,"Microbiologia","19820907"
2019,"Microeletrônica","2843056"
2019,"Morfologia","10036607"
2019,"Mudanças Climáticas","167834"
2019,"Multidisciplinar","7439474"
2019,"Museologia","2026557"
2019,"Nanotecnologia e Novos Materiais","853900"
2019,"Nutrição","21055936"
2019,"Oceanografia","10836291"
2019,"Odontologia","16398675"
2019,"Parasitologia","12315415"
2019,"Planejamento Urbano e Regional","5123249"
2019,"Probabilidade e Estatística","3487078"
2019,"Psicologia","23037880"
2019,"Química","64249517"
2019,"Química Industrial","109427"
2019,"Recursos Florestais e Engenharia Florestal","12938858"
2019,"Recursos Pesqueiros e Engenharia de Pesca","8285699"
2019,"Robótica, Mecatrônica e Automação","1006705"
2019,"Saúde Coletiva","42030742"
2019,"Segurança Contra Incêndio","75693"
2019,"Serviço Social","5769638"
2019,"Sociologia","18370278"
2019,"Tecnologia da Informação e Comunicação","1351339"
2019,"Tecnologia e Inovação para Agropecuária","1549437"
2019,"Tecnologias Ambientais","715740"
2019,"Tecnologias Educacionais e Sociais","940100"
2019,"Tecnologias Médicas e da Saúde","1438700"
2019,"Tecnologias nas áreas Aeronáutica e Aeroespacial","273300"
2019,"Tecnologias Naval e Marítima","100000"
2019,"Tecnologias para o Desenvolvimento Sustentável","964246"
2019,"Teologia","1553164"
2019,"Turismo","1188156"
2019,"Zoologia","21753154"
2019,"Zootecnia","21678240"
2019,NULL,"8760732"
2021,"Administração","1379013353"
2021,"Agronomia","5898607843"
2021,"Antropologia","865600292"
2021,"Áreas Tecnológicas de Física e Matemática","20450000"
2021,"Áreas Tecnológicas de Química e Geociências","44154600"
2021,"Arqueologia","197185800"
2021,"Arquitetura e Urbanismo","537683597"
2021,"Artes","548442297"
2021,"Astronomia","360642667"
2021,"Biodiversidade e Recursos Naturais","64153600"
2021,"Bioética","520000"
2021,"Biofísica","524479242"
2021,"Biologia Geral","588909436"
2021,"Biomedicina","106338675"
2021,"Bioquímica","2469843539"
2021,"Biotecnologia","2484654614"
2021,"Biotecnologia (Tecnologias)","150012400"
2021,"Botânica","1328707381"
2021,"Ciência da Computação","3203081654"
2021,"Ciência da Informação","312027200"
2021,"Ciência e Tecnologia de Alimentos","1816918459"
2021,"Ciência Política","745509165"
2021,"Ciências","1800000"
2021,"Ciências Ambientais","1721620769"
2021,"Ciências Sociais","7762800"
2021,"Complexo da Defesa","4000000"
2021,"Comunicação","736628878"
2021,"Defesa","1040000"
2021,"Demografia","138459000"
2021,"Desenho Industrial","191591060"
2021,"Desenvolvimento Tecnológico e Industrial","165371600"
2021,"Direito","614459032"
2021,"Divulgação Científica","746742099"
2021,"Ecologia","2145968543"
2021,"Economia","1210917794"
2021,"Economia Doméstica","9310000"
2021,"Educação","2552775268"
2021,"Educação Física","521578282"
2021,"Energia","90848200"
2021,"Enfermagem","1288996913"
2021,"Engenharia Aeroespacial","1440388057"
2021,"Engenharia Agrícola","844679669"
2021,"Engenharia Biomédica","290126941"
2021,"Engenharia Civil","1843752748"
2021,"Engenharia de Energia","443314732"
2021,"Engenharia de Materiais e Metalúrgica","2206713044"
2021,"Engenharia de Minas","291363142"
2021,"Engenharia de Produção","962780070"
2021,"Engenharia de Transportes","205379425"
2021,"Engenharia Elétrica","2622036213"
2021,"Engenharia Mecânica","6534471102"
2021,"Engenharia Mecatrônica","20122000"
2021,"Engenharia Naval e Oceânica","55271200"
2021,"Engenharia Nuclear","711125776"
2021,"Engenharia Química","2117759328"
2021,"Engenharia Sanitária","1071401225"
2021,"Farmácia","1987007302"
2021,"Farmacologia","1464795380"
2021,"Filosofia","876290779"
2021,"Física","4559477377"
2021,"Fisiologia","1341218738"
2021,"Fisioterapia e Terapia Ocupacional","401460318"
2021,"Fonoaudiologia","223355600"
2021,"Genética","2560190190"
2021,"Geociências","2729424506"
2021,"Geografia","719266407"
2021,"História","1906686850"
2021,"Imunologia","837471980"
2021,"Letras","1792668701"
2021,"Lingüística","1292291804"
2021,"Matemática","2613329316"
2021,"Medicina","6561076152"
2021,"Medicina Veterinária","1784476283"
2021,"Meio Ambiente e Sustentabilidade","168638200"
2021,"Microbiologia","1738021047"
2021,"Microeletrônica","180601465"
2021,"Morfologia","609686337"
2021,"Mudanças Climáticas","8140000"
2021,"Multidisciplinar","494989970"
2021,"Museologia","23870000"
2021,"Nanotecnologia e Novos Materiais","79310000"
2021,"Nutrição","977890720"
2021,"Oceanografia","809540859"
2021,"Odontologia","1298454688"
2021,"Parasitologia","663817210"
2021,"Planejamento Urbano e Regional","398396712"
2021,"Probabilidade e Estatística","455316039"
2021,"Psicologia","2009514039"
2021,"Química","4807282163"
2021,"Química Industrial","1120000"
2021,"Recursos Florestais e Engenharia Florestal","904915102"
2021,"Recursos Pesqueiros e Engenharia de Pesca","517282651"
2021,"Robótica, Mecatrônica e Automação","97239112"
2021,"Saúde Coletiva","4413942455"
2021,"Segurança Contra Incêndio","1200000"
2021,"Serviço Social","438601051"
2021,"Sociologia","1466097939"
2021,"Tecnologia da Informação e Comunicação","100312000"
2021,"Tecnologia e Inovação","120000"
2021,"Tecnologia e Inovação para Agropecuária","102790000"
2021,"Tecnologias Agrárias","49690000"
2021,"Tecnologias Ambientais","46170000"
2021,"Tecnologias de Materiais","51130000"
2021,"Tecnologias de Produção Industrial e de Serviços","65730000"
2021,"Tecnologias Digitais","44460000"
2021,"Tecnologias Educacionais e Sociais","80220000"
2021,"Tecnologias Médicas e da Saúde","181812000"
2021,"Tecnologias nas áreas Aeronáutica e Aeroespacial","25200000"
2021,"Tecnologias Naval e Marítima","6900000"
2021,"Tecnologias para o Desenvolvimento Sustentável","89580800"
2021,"Tecnologias Sociais e Educacionais","38732200"
2021,"Teologia","120513200"
2021,"Turismo","76809600"
2021,"Zoologia","1496295963"
2021,"Zootecnia","1991160375"
2021,NULL,"110807000"
2022,"Administração","4756758.00"
2022,"Agronomia","26820245.09"
2022,"Antropologia","4060947.00"
2022,"Áreas Tecnológicas de Física e Matemática","299800.00"
2022,"Áreas Tecnológicas de Química e Geociências","147100.00"
2022,"Arqueologia","712990.00"
2022,"Arquitetura e Urbanismo","2910778.00"
2022,"Artes","2541794.00"
2022,"Astronomia","764178.00"
2022,"Biodiversidade e Recursos Naturais","371910.00"
2022,"Bioética","12400.00"
2022,"Biofísica","1677437.00"
2022,"Biologia Geral","4396697.87"
2022,"Biomedicina","218200.00"
2022,"Bioquímica","8507692.55"
2022,"Biotecnologia","5758820.00"
2022,"Biotecnologia (Tecnologias)","556326.00"
2022,"Botânica","6129809.89"
2022,"Ciência da Computação","10295026.00"
2022,"Ciência da Informação","882182.00"
2022,"Ciência e Tecnologia de Alimentos","9535210.00"
2022,"Ciência Política","2883400.00"
2022,"Ciências Ambientais","2961946.00"
2022,"Ciências Sociais","31128.00"
2022,"Comunicação","4058022.50"
2022,"Defesa","140500.00"
2022,"Demografia","443628.00"
2022,"Desenho Industrial","681740.00"
2022,"Desenvolvimento Tecnológico e Industrial","149400.00"
2022,"Direito","3519160.00"
2022,"Divulgação Científica","2912512.00"
2022,"Ecologia","9528077.58"
2022,"Economia","4531734.00"
2022,"Economia Doméstica","49000.00"
2022,"Educação","12417259.50"
2022,"Educação Física","2709956.00"
2022,"Energia","95800.00"
2022,"Enfermagem","5661753.00"
2022,"Engenharia Aeroespacial","962310.00"
2022,"Engenharia Agrícola","3944077.80"
2022,"Engenharia Biomédica","735676.00"
2022,"Engenharia Civil","7970100.00"
2022,"Engenharia de Energia","1031637.08"
2022,"Engenharia de Materiais e Metalúrgica","9205232.72"
2022,"Engenharia de Minas","317832.00"
2022,"Engenharia de Produção","4492682.00"
2022,"Engenharia de Transportes","419382.00"
2022,"Engenharia Elétrica","11161391.74"
2022,"Engenharia Mecânica","6802360.00"
2022,"Engenharia Mecatrônica","27200.00"
2022,"Engenharia Naval e Oceânica","141868.00"
2022,"Engenharia Nuclear","2295976.00"
2022,"Engenharia Química","9776744.00"
2022,"Engenharia Sanitária","3582172.00"
2022,"Farmácia","6424398.00"
2022,"Farmacologia","4191482.00"
2022,"Filosofia","3643854.00"
2022,"Física","16383766.29"
2022,"Fisiologia","4789404.79"
2022,"Fisioterapia e Terapia Ocupacional","2132974.00"
2022,"Fonoaudiologia","902506.00"
2022,"Genética","5848210.00"
2022,"Geociências","9579874.00"
2022,"Geografia","3875998.59"
2022,"História","9120548.00"
2022,"Imunologia","2414248.00"
2022,"Letras","8452428.31"
2022,"Lingüística","7377196.00"
2022,"Matemática","15114894.18"
2022,"Medicina","12132427.26"
2022,"Medicina Veterinária","8430467.89"
2022,"Meio Ambiente e Sustentabilidade","460998.00"
2022,"Microbiologia","5205852.00"
2022,"Microeletrônica","35900.00"
2022,"Morfologia","2560860.00"
2022,"Mudanças Climáticas","38000.00"
2022,"Multidisciplinar","2511220.00"
2022,"Museologia","90700.00"
2022,"Nanotecnologia e Novos Materiais","95900.00"
2022,"Nutrição","2426425.00"
2022,"Oceanografia","1677338.00"
2022,"Odontologia","7120964.00"
2022,"Parasitologia","2184632.00"
2022,"Planejamento Urbano e Regional","1201166.00"
2022,"Probabilidade e Estatística","837532.00"
2022,"Psicologia","10489310.00"
2022,"Química","22786715.65"
2022,"Recursos Florestais e Engenharia Florestal","3874342.00"
2022,"Recursos Pesqueiros e Engenharia de Pesca","1736012.00"
2022,"Robótica, Mecatrônica e Automação","90400.00"
2022,"Saúde Coletiva","10909570.25"
2022,"Serviço Social","2039133.00"
2022,"Sociologia","7228801.00"
2022,"Tecnologia da Informação e Comunicação","202900.00"
2022,"Tecnologia e Inovação para Agropecuária","21200.00"
2022,"Tecnologias Agrárias","88500.00"
2022,"Tecnologias Ambientais","127600.00"
2022,"Tecnologias de Materiais","219200.00"
2022,"Tecnologias de Produção Industrial e de Serviços","93100.00"
2022,"Tecnologias Digitais","143400.00"
2022,"Tecnologias Educacionais e Sociais","278200.00"
2022,"Tecnologias Médicas e da Saúde","471732.00"
2022,"Tecnologias nas áreas Aeronáutica e Aeroespacial","32400.00"
2022,"Tecnologias Naval e Marítima","5200.00"
2022,"Tecnologias para o Desenvolvimento Sustentável","305928.00"
2022,"Tecnologias Sociais e Educacionais","183356.00"
2022,"Teologia","912938.00"
2022,"Turismo","430817.08"
2022,"Zoologia","6070912.00"
2022,"Zootecnia","8214230.09"
2022,NULL,"155884.00"
2023,"Administração","22695439.90"
2023,"Agronomia","40483210.89"
2023,"Antropologia","5597558.04"
2023,"Áreas Tecnológicas de Física e Matemática","685600.00"
2023,"Áreas Tecnológicas de Química e Geociências","111600.00"
2023,"Arqueologia","1238397.23"
2023,"Arquitetura e Urbanismo","4870929.73"
2023,"Artes","4024547.72"
2023,"Astronomia","2926038.52"
2023,"Biodiversidade e Recursos Naturais","384085.20"
2023,"Bioética","17300.00"
2023,"Biofísica","2991450.40"
2023,"Biologia Geral","4262257.66"
2023,"Biomedicina","893464.54"
2023,"Bioquímica","12028621.66"
2023,"Biotecnologia","25399956.88"
2023,"Biotecnologia (Tecnologias)","343380.40"
2023,"Botânica","8706574.84"
2023,"Ciência da Computação","20517069.65"
2023,"Ciência da Informação","1888971.93"
2023,"Ciência e Tecnologia de Alimentos","10545709.82"
2023,"Ciência Política","4570923.70"
2023,"Ciências Ambientais","13624992.69"
2023,"Ciências Sociais","6166.80"
2023,"Comunicação","5749516.64"
2023,"Defesa","210520.00"
2023,"Demografia","1000410.39"
2023,"Desenho Industrial","1199945.13"
2023,"Desenvolvimento Tecnológico e Industrial","276380.00"
2023,"Direito","4473368.80"
2023,"Divulgação Científica","5109194.09"
2023,"Ecologia","13756981.30"
2023,"Economia","5644207.85"
2023,"Economia Doméstica","80840.00"
2023,"Educação","17529294.41"
2023,"Educação Física","3564018.16"
2023,"Energia","518360.00"
2023,"Enfermagem","7518555.31"
2023,"Engenharia Aeroespacial","6462981.07"
2023,"Engenharia Agrícola","5547409.70"
2023,"Engenharia Biomédica","2321075.99"
2023,"Engenharia Civil","10084920.39"
2023,"Engenharia de Energia","3808154.34"
2023,"Engenharia de Materiais e Metalúrgica","18218380.63"
2023,"Engenharia de Minas","2036365.46"
2023,"Engenharia de Produção","5312061.19"
2023,"Engenharia de Transportes","2498258.71"
2023,"Engenharia Elétrica","17232707.54"
2023,"Engenharia Mecânica","8604533.73"
2023,"Engenharia Mecatrônica","92940.00"
2023,"Engenharia Naval e Oceânica","4074990.46"
2023,"Engenharia Nuclear","3540707.27"
2023,"Engenharia Química","14873197.32"
2023,"Engenharia Sanitária","10469506.31"
2023,"Farmácia","10203513.70"
2023,"Farmacologia","7576519.97"
2023,"Filosofia","4829540.90"
2023,"Física","29398979.95"
2023,"Fisiologia","6601287.27"
2023,"Fisioterapia e Terapia Ocupacional","2800390.70"
2023,"Fonoaudiologia","1089541.39"
2023,"Genética","25959553.37"
2023,"Geociências","19336588.50"
2023,"Geografia","5431456.44"
2023,"História","11348105.36"
2023,"Imunologia","5583157.18"
2023,"Letras","8867267.64"
2023,"Lingüística","7745728.83"
2023,"Matemática","18103196.99"
2023,"Medicina","27287802.43"
2023,"Medicina Veterinária","10665812.13"
2023,"Meio Ambiente e Sustentabilidade","910280.00"
2023,"Microbiologia","9569730.19"
2023,"Microeletrônica","1291754.00"
2023,"Morfologia","3526503.94"
2023,"Mudanças Climáticas","22000.00"
2023,"Multidisciplinar","16591388.77"
2023,"Museologia","499865.86"
2023,"Nanotecnologia e Novos Materiais","140640.00"
2023,"Nutrição","5658773.81"
2023,"Oceanografia","7435128.15"
2023,"Odontologia","8065370.59"
2023,"Parasitologia","3599902.74"
2023,"Planejamento Urbano e Regional","2571106.42"
2023,"Probabilidade e Estatística","2100718.78"
2023,"Psicologia","10745896.34"
2023,"Química","35174828.20"
2023,"Recursos Florestais e Engenharia Florestal","5775673.43"
2023,"Recursos Pesqueiros e Engenharia de Pesca","3999990.97"
2023,"Robótica, Mecatrônica e Automação","1405957.34"
2023,"Saúde Coletiva","21054674.78"
2023,"Segurança Contra Incêndio","36880.00"
2023,"Serviço Social","2409274.94"
2023,"Sociologia","8164749.72"
2023,"Tecnologia da Informação e Comunicação","222220.00"
2023,"Tecnologia e Inovação para Agropecuária","159080.00"
2023,"Tecnologias Agrárias","654700.00"
2023,"Tecnologias Ambientais","111200.00"
2023,"Tecnologias de Materiais","577380.00"
2023,"Tecnologias de Produção Industrial e de Serviços","736920.00"
2023,"Tecnologias Digitais","525380.00"
2023,"Tecnologias Educacionais e Sociais","350600.00"
2023,"Tecnologias Médicas e da Saúde","1015720.00"
2023,"Tecnologias nas áreas Aeronáutica e Aeroespacial","38300.00"
2023,"Tecnologias Naval e Marítima","7220.00"
2023,"Tecnologias para o Desenvolvimento Sustentável","342006.80"
2023,"Tecnologias Sociais e Educacionais","467330.40"
2023,"Teologia","698932.40"
2023,"Turismo","865217.60"
2023,"Zoologia","7990874.32"
2023,"Zootecnia","9692724.16"
2023,NULL,"367604.80"
NULL,"Química","90000"
