grande_area,modalidade,linha_de_fomento,total
Engenharias,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,Bolsas de Graduação,1523767.8
Engenharias,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,APOIO A COOPERAÇÃO INTERNACIONAL,210112736.24218
Engenharias,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,Bolsas de Graduação,26117.92
Engenharias,DT - Produtividade Desen. Tec. e Extensão Inovadora,0.0 - Problemas Encontrar Modalidade Processo,16800.0
Engenharias,DT - Produtividade Desen. Tec. e Extensão Inovadora,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,72305.32
Engenharias,DT - Produtividade Desen. Tec. e Extensão Inovadora,Bolsas de Produtividade em Pesquisa e Tecnologia,8518919.0
Engenharias,DTC - Desenvolvimento Tecnológico em TICs,APOIO A PROJETOS DE PESQUISA,11835385.19
Engenharias,DTC - Desenvolvimento Tecnológico em TICs,Bolsas de Desenvolvimento Tecnológico e Industrial,10465000.0
Engenharias,DTI - Desenvolvimento Tecnológico Industrial,APOIO A COOPERAÇÃO INTERNACIONAL,119744.8
Engenharias,DTI - Desenvolvimento Tecnológico Industrial,APOIO A PROJETOS DE PESQUISA,48973701.396
Engenharias,DTI - Desenvolvimento Tecnológico Industrial,Bolsas de Desenvolvimento Tecnológico e Industrial,223729384.22
Engenharias,EP - Bolsa de Treinamento no Pais,Bolsas de Iniciação Tecnológica e Industrial,5796.12
Engenharias,ESN - Estágio Sênior no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,109536.80212
Engenharias,ESN - Estágio Sênior no Exterior,Estágio,1272911.89
Engenharias,EV - Especialista Visitante,APOIO A PROJETOS DE PESQUISA,3946353.0
Engenharias,EV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,9286500.89
Engenharias,EXP - Extensão no País,APOIO A PROJETOS DE PESQUISA,2120765.28011
Engenharias,EXP - Extensão no País,Bolsas de Extensão em Pesquisa,266407754.9
Engenharias,FIX - Fixação de Doutores,Bolsas de Fixação de Doutores,197926.04
Engenharias,GD - Doutorado,APOIO A PROJETOS DE PESQUISA,169958462.38684002
Engenharias,GD - Doutorado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,25119228.20961
Engenharias,GD - Doutorado,Bolsas de Doutorado,677469829.45
Engenharias,GDE - Doutorado no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,414601.60727000004
Engenharias,GDE - Doutorado no Exterior,Bolsas de Doutorado,164079911.68
Engenharias,GM - Mestrado,APOIO A PROJETOS DE PESQUISA,28355717.7
Engenharias,GM - Mestrado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,178786.29888000002
Engenharias,GM - Mestrado,Bolsas de Mestrado,377817104.04
Engenharias,IC - Iniciação Científica,APOIO A PROJETOS DE PESQUISA,4860000.5
Engenharias,IC - Iniciação Científica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,43574387.4
Engenharias,IC - Iniciação Científica,Bolsas de Iniciação Científica,171183319.24
Engenharias,ICJ - Iniciação Científica Júnior,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,50005.1
Engenharias,ICJ - Iniciação Científica Júnior,APOIO A PROJETOS DE PESQUISA,2529368.8
Engenharias,ICJ - Iniciação Científica Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,3614800.7
Engenharias,ICJ - Iniciação Científica Júnior,Bolsas de Iniciação Científica Júnior,6526000.0
Engenharias,IEX - Iniciação ao Extensionismo,APOIO A PROJETOS DE PESQUISA,436100.0
Engenharias,IEX - Iniciação ao Extensionismo,Bolsas de Iniciação Científica,268560.0
Engenharias,INT - Bolsa Inova Talentos,APOIO A PROJETOS DE PESQUISA,231000.0
Engenharias,IT - Iniciação Tecnológica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,12412773.9
Engenharias,IT - Iniciação Tecnológica,Bolsas de Iniciação Tecnológica e Industrial,45058801.0
Engenharias,ITC - Iniciação Tecnológica em TIC's,APOIO A PROJETOS DE PESQUISA,1204776.5
Engenharias,ITC - Iniciação Tecnológica em TICs,Bolsas de Iniciação Tecnológica e Industrial,60000.0
Engenharias,ITI - Iniciação Tecnológica Industrial,APOIO A PROJETOS DE PESQUISA,7958010.188
Engenharias,ITI - Iniciação Tecnológica e Industrial,Bolsas de Iniciação Tecnológica e Industrial,37007658.48
Engenharias,MAT - Apoio Tecnico,Bolsas de Apoio Técnico,1472220.0
Engenharias,MDC - Desenvolvimento Cientifico da Metrologia Nacional,Bolsas de Desenvolvimento Científico e Regional,8309300.0
Engenharias,MDT - Desenvolvimento Tecnologico,Bolsas de Desenvolvimento Tecnológico e Industrial,5248700.0
Engenharias,MEP - Treinamento no Pais,Bolsa de Cota (Curta Dur.),19469.05
Engenharias,MEV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,455400.0
Engenharias,MIT - Iniciacao Tecnologica,Bolsas de Iniciação Tecnológica e Industrial,724690.0
Engenharias,MPE - Mestrado Profissional no Exterior,Bolsas no Exterior,4230781.35
Engenharias,MSP - Treinamento no Exterior,Bolsa de Cota (Curta Dur.),46085.38
Engenharias,PAV - Bolsa Pesquisador-Avaliador,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,114109.74
Engenharias,PAV - Bolsa Pesquisador-Avaliador,Indefinido,521180.0
Engenharias,PCI - Programa de Capacitação Institucional,Bolsas de Desenvolvimento Tecnológico e Industrial,113507656.0
Engenharias,PD - Pós-doutorado,Bolsas de Pós-doutorado,4734398.37
Engenharias,PDE - Pós-Doutorado no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,775902046.9939
Engenharias,PDE - Pós-Doutorado no Exterior,APOIO A PROJETOS DE PESQUISA,68399369.43703
Engenharias,PDE - Pós-Doutorado no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,48028277.82912
Engenharias,PDE - Pós-doutorado no Exterior,Bolsas de Pós-doutorado,75338356.64
Engenharias,PDI - Pos-doutorado Empresarial,Bolsas de Pós-doutorado,3733321.55
Engenharias,PDI - Pós-Doutorado Empresarial,APOIO A PROJETOS DE PESQUISA,624046.8
Engenharias,PDI - Pós-Doutorado Empresarial,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,78345.9
Engenharias,PDJ - Pós-Doutorado Júnior,APOIO A PROJETOS DE PESQUISA,6247331.16
Engenharias,PDJ - Pós-Doutorado Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,11182419.11897
Engenharias,PDJ - Pós-doutorado Júnior,Bolsas de Pós-doutorado,100587883.31
Engenharias,PDP - Pós-doutorado,Bolsas de Pós-doutorado,11430093.42
Engenharias,PDS - Pós-Doutorado Sênior,APOIO A PROJETOS DE PESQUISA,472568.32
Engenharias,PDS - Pós-Doutorado Sênior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,3292547.34
Engenharias,PDS - Pós-doutorado Sênior,Bolsas de Pós-doutorado,10122977.43
Engenharias,PQ -,0.0 - Problemas Encontrar Modalidade Processo,5602400.0
Engenharias,PQ - Produtividade em Pesquisa,0.0 - Problemas Encontrar Modalidade Processo,47371611.0
Engenharias,PQ - Produtividade em Pesquisa,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,56670006.4
Engenharias,PQ - Produtividade em Pesquisa,Bolsas de Produtividade em Pesquisa e Tecnologia,628118757.73
Engenharias,PV - Pesquisador Visitante,APOIO A PROJETOS DE PESQUISA,260042.9
Engenharias,PV - Pesquisador Visitante,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,26.0
Engenharias,PV - Pesquisador Visitante,Bolsas de Pesquisador/Especialista Visitante,4527191.73
Engenharias,PVE - Pesquisador Visitante Estrangeiro,Bolsas de Pesquisador/Especialista Visitante,11338833.0
Engenharias,RD - Recem-Doutor,Bolsas de Pesquisa Especial,2316097.62
Engenharias,SDT - Desenvolvimento Tecnológico em Semicondutores,Bolsas de Desenvolvimento Tecnológico e Industrial,24684310.8
Engenharias,SET - Fixação de Recursos Humanos,APOIO A PROJETOS DE PESQUISA,26178137.138
Engenharias,SET - Fixação de Recursos Humanos,Bolsas de Fixação de Doutores,58162126.35
Engenharias,SEV - Especialista Visitante,Bolsas de Desenvolvimento Tecnológico e Industrial,657800.0
Engenharias,SIT - Iniciação Tecnológica em Semicondutores,Bolsas de Iniciação Tecnológica e Industrial,100000.0
Engenharias,SPE - Estagio/Especializacao no Exterior,Estágio,1131358.51
Engenharias,SWE - Doutorado Sanduíche no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,414950895.74986
Engenharias,SWE - Doutorado Sanduíche no Exterior,APOIO A PROJETOS DE PESQUISA,48266512.8039
Engenharias,SWE - Doutorado Sanduíche no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,38420007.2621
Engenharias,SWE - Doutorado Sanduíche no Exterior,Bolsas de Doutorado,58892309.45
Engenharias,SWG - Graduação Sanduíche no Exterior,Bolsas de Graduação,1243425084.99
Engenharias,SWI - Doutorado-Sanduiche Empresarial,Bolsas de Doutorado,71766.0
Engenharias,SWP - Doutorado Sanduíche no País,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,53466.8
Engenharias,SWP - Doutorado-Sanduiche no Pais,Bolsas de Doutorado,561214.98
Engenharias,VFJ - Pesquisador Visitante FIOCRUZ Júnior,Bolsas de Pós-doutorado,442200.0
Indefinido,AI - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,3030012.2
Indefinido,APQ - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,2820208.4
Indefinido,ARC - Promoção de Eventos Científicos,Apoio a Participação/Realização de Eventos,150000.0
Indefinido,ATP - Apoio Técnico em Extensão no País,Bolsas de Apoio Técnico,251150.0
Indefinido,BEV - Bolsa Especialista Visitante,Bolsa de Cota (Curta Dur.),124155.63
Indefinido,BJT - Atração de Jovens Talentos,Bolsas de Pesquisador/Especialista Visitante,1059900.0
Indefinido,DTC - Desenvolvimento Tecnológico em TICs,Bolsas de Desenvolvimento Tecnológico e Industrial,12665500.0
Indefinido,DTI - Desenvolvimento Tecnológico Industrial,Bolsas de Desenvolvimento Tecnológico e Industrial,11220050.17
Indefinido,EV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,98884.32
Indefinido,EXP - Extensão no País,Bolsas de Extensão em Pesquisa,1755239.13
Indefinido,GD - Doutorado,Bolsas de Doutorado,8978034.88
Indefinido,GM - Mestrado,Bolsas de Mestrado,7397175.4
Indefinido,IC - Iniciação Científica,Bolsas de Iniciação Científica,114400.0
Indefinido,ICJ - Iniciação Científica Júnior,Bolsas de Iniciação Científica Júnior,22800.0
Indefinido,IEX - Iniciação ao Extensionismo,Bolsas de Iniciação Científica,10800.0
Indefinido,IT - Iniciação Tecnológica,Bolsas de Iniciação Tecnológica e Industrial,3720.0
Indefinido,ITI - Iniciação Tecnológica e Industrial,Bolsas de Iniciação Tecnológica e Industrial,92721.51
Indefinido,PDJ - Pós-doutorado Júnior,Bolsas de Pós-doutorado,826627.52
Indefinido,PQ - Produtividade em Pesquisa,Bolsas de Produtividade em Pesquisa e Tecnologia,88917.8
Indefinido,RD - Recem-Doutor,Bolsas de Pesquisa Especial,419116.44
Indefinido,SET - Fixação de Recursos Humanos,Bolsas de Fixação de Doutores,2208800.0
Indefinido,SWE - Doutorado Sanduíche no Exterior,Bolsas de Doutorado,935870.48
"Lingüística, Letras e Artes",ACT - Apoio ao Desenvolvimento Científico e Tecnológico,Apoio a Projetos de Pesquisas,1094934.4100000001
"Lingüística, Letras e Artes",ADC - Apoio à Difusão do Conhecimento,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,2860.0
"Lingüística, Letras e Artes",ADC - Apoio à Difusão do Conhecimento,APOIO A PROJETOS DE PESQUISA,257078.45
"Lingüística, Letras e Artes",AED - Apoio a Publicações Científicas,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,1560834.0
"Lingüística, Letras e Artes",AED - Auxílio a Editoração e Publicação,Apoio a Periódicos Científicos,1376039.0
"Lingüística, Letras e Artes",AI - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,2327976.05
"Lingüística, Letras e Artes",APQ - Auxílio a Pesquisa,APOIO A PROJETOS DE PESQUISA,184642132.82160002
"Lingüística, Letras e Artes",APQ - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,35699471.12
"Lingüística, Letras e Artes",APV - Pesquisador Visitante,Apoio a Pesquisador Visitante,611216.78
"Lingüística, Letras e Artes",ARC - Promoção de Eventos Científicos,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,20220359.0
"Lingüística, Letras e Artes",ARC - Promoção de Eventos Científicos,Apoio a Participação/Realização de Eventos,8533039.89
"Lingüística, Letras e Artes",AT - Apoio Técnico a Pesquisa,Bolsas de Apoio Técnico,3150928.21
"Lingüística, Letras e Artes",AT - Apoio Técnico à Pesquisa,APOIO A PROJETOS DE PESQUISA,462958.93
"Lingüística, Letras e Artes",ATP - Apoio Técnico em Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,5390.0
"Lingüística, Letras e Artes",ATP - Apoio Técnico em Extensão no País,APOIO A PROJETOS DE PESQUISA,56578.17
"Lingüística, Letras e Artes",ATP - Apoio Técnico em Extensão no País,Bolsas de Apoio Técnico,1083300.0
"Lingüística, Letras e Artes",AVG - Participação em Eventos Cientificos,Apoio a Participação/Realização de Eventos,1484514.65
"Lingüística, Letras e Artes",BCB -,APOIO A PROJETOS DE PESQUISA,29576720.0
"Lingüística, Letras e Artes",BEP - Bolsa Treinamento no Pais,Bolsa de Cota (Curta Dur.),3443.96
"Lingüística, Letras e Artes",BEV - Bolsa Especialista Visitante,Bolsa de Cota (Curta Dur.),4453.5
"Lingüística, Letras e Artes",BJT - Atração de Jovens Talentos,Bolsas de Pesquisador/Especialista Visitante,135300.0
"Lingüística, Letras e Artes",BSP - Bolsa Treinamento no Exterior,Bolsa de Cota (Curta Dur.),6004.0
"Lingüística, Letras e Artes",DCR - Desenvolvimento Cientifico Regional,Bolsas de Desenvolvimento Científico e Regional,1297551.58
"Lingüística, Letras e Artes",DCR - Desenvolvimento Científico Regional,APOIO A PROJETOS DE PESQUISA,15811.95
"Lingüística, Letras e Artes",DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,APOIO A COOPERAÇÃO INTERNACIONAL,8102434.0
"Lingüística, Letras e Artes",DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,Bolsas de Graduação,259261.32
"Lingüística, Letras e Artes",DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,APOIO A COOPERAÇÃO INTERNACIONAL,60972069.0
"Lingüística, Letras e Artes",DT - Produtividade Desen. Tec. e Extensão Inovadora,Bolsas de Produtividade em Pesquisa e Tecnologia,39600.0
"Lingüística, Letras e Artes",DTC - Desenvolvimento Tecnológico em TICs,Bolsas de Desenvolvimento Tecnológico e Industrial,390000.0
"Lingüística, Letras e Artes",DTI - Desenvolvimento Tecnológico Industrial,APOIO A PROJETOS DE PESQUISA,615785.528
"Lingüística, Letras e Artes",DTI - Desenvolvimento Tecnológico Industrial,Bolsas de Desenvolvimento Tecnológico e Industrial,2321860.7
"Lingüística, Letras e Artes",ESN - Estágio Sênior no Exterior,Estágio,512492.04
"Lingüística, Letras e Artes",EV - Especialista Visitante,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,84555.0
"Lingüística, Letras e Artes",EV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,31000.0
"Lingüística, Letras e Artes",EXP - Extensão no País,APOIO A PROJETOS DE PESQUISA,173070.128
"Lingüística, Letras e Artes",EXP - Extensão no País,Bolsas de Extensão em Pesquisa,1268181.49
"Lingüística, Letras e Artes",GD - Doutorado,APOIO A PROJETOS DE PESQUISA,30780839.632
"Lingüística, Letras e Artes",GD - Doutorado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,9921031.33113
"Lingüística, Letras e Artes",GD - Doutorado,Bolsas de Doutorado,168305140.87
"Lingüística, Letras e Artes",GDE - Doutorado no Exterior,Bolsas de Doutorado,6320326.63
"Lingüística, Letras e Artes",GM - Mestrado,APOIO A PROJETOS DE PESQUISA,2557741.2
"Lingüística, Letras e Artes",GM - Mestrado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,40264.548930000004
"Lingüística, Letras e Artes",GM - Mestrado,Bolsas de Mestrado,101461606.74
"Lingüística, Letras e Artes",IC - Iniciação Científica,APOIO A PROJETOS DE PESQUISA,958463.2
"Lingüística, Letras e Artes",IC - Iniciação Científica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,21807704.6
"Lingüística, Letras e Artes",IC - Iniciação Científica,Bolsas de Iniciação Científica,72757550.83
"Lingüística, Letras e Artes",ICJ - Iniciação Científica Júnior,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,48000.0
"Lingüística, Letras e Artes",ICJ - Iniciação Científica Júnior,APOIO A PROJETOS DE PESQUISA,277300.0
"Lingüística, Letras e Artes",ICJ - Iniciação Científica Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,1922582.0
"Lingüística, Letras e Artes",ICJ - Iniciação Científica Júnior,Bolsas de Iniciação Científica Júnior,3570100.0
"Lingüística, Letras e Artes",IEX - Iniciação ao Extensionismo,Bolsas de Iniciação Científica,127800.0
"Lingüística, Letras e Artes",IT - Iniciação Tecnológica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,730321.0
"Lingüística, Letras e Artes",IT - Iniciação Tecnológica,Bolsas de Iniciação Tecnológica e Industrial,1519800.0
"Lingüística, Letras e Artes",ITC - Iniciação Tecnológica em TIC's,APOIO A PROJETOS DE PESQUISA,1007.5
"Lingüística, Letras e Artes",ITC - Iniciação Tecnológica em TICs,Bolsas de Iniciação Tecnológica e Industrial,19500.0
"Lingüística, Letras e Artes",ITI - Iniciação Tecnológica Industrial,APOIO A PROJETOS DE PESQUISA,7904.2
"Lingüística, Letras e Artes",ITI - Iniciação Tecnológica e Industrial,Bolsas de Iniciação Tecnológica e Industrial,448171.0
"Lingüística, Letras e Artes",PAV - Bolsa Pesquisador-Avaliador,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,6200.0
"Lingüística, Letras e Artes",PAV - Bolsa Pesquisador-Avaliador,Indefinido,17600.0
"Lingüística, Letras e Artes",PD - Pós-doutorado,Bolsas de Pós-doutorado,560064.97
"Lingüística, Letras e Artes",PDE - Pós-Doutorado no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,427073769.28483
"Lingüística, Letras e Artes",PDE - Pós-Doutorado no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,44775051.019999996
"Lingüística, Letras e Artes",PDE - Pós-doutorado no Exterior,Bolsas de Pós-doutorado,7738718.18
"Lingüística, Letras e Artes",PDJ - Pós-Doutorado Júnior,APOIO A PROJETOS DE PESQUISA,432634.64
"Lingüística, Letras e Artes",PDJ - Pós-Doutorado Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,11977375.95
"Lingüística, Letras e Artes",PDJ - Pós-doutorado Júnior,Bolsas de Pós-doutorado,16810292.07
"Lingüística, Letras e Artes",PDP - Pós-doutorado,Bolsas de Pós-doutorado,584134.42
"Lingüística, Letras e Artes",PDS - Pós-Doutorado Sênior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,2219808.91
"Lingüística, Letras e Artes",PDS - Pós-doutorado Sênior,Bolsas de Pós-doutorado,4911953.47
"Lingüística, Letras e Artes",PQ -,0.0 - Problemas Encontrar Modalidade Processo,1280045.0
"Lingüística, Letras e Artes",PQ - Produtividade em Pesquisa,0.0 - Problemas Encontrar Modalidade Processo,14792792.0
"Lingüística, Letras e Artes",PQ - Produtividade em Pesquisa,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,16380934.32
"Lingüística, Letras e Artes",PQ - Produtividade em Pesquisa,Bolsas de Produtividade em Pesquisa e Tecnologia,187197215.84
"Lingüística, Letras e Artes",PV - Pesquisador Visitante,APOIO A PROJETOS DE PESQUISA,203625.4
"Lingüística, Letras e Artes",PV - Pesquisador Visitante,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,45604.75
"Lingüística, Letras e Artes",PV - Pesquisador Visitante,Bolsas de Pesquisador/Especialista Visitante,1778324.31
"Lingüística, Letras e Artes",RD - Recem-Doutor,Bolsas de Pesquisa Especial,1098571.58
"Lingüística, Letras e Artes",SET - Fixação de Recursos Humanos,APOIO A PROJETOS DE PESQUISA,71577.4
"Lingüística, Letras e Artes",SET - Fixação de Recursos Humanos,Bolsas de Fixação de Doutores,1173900.0
"Lingüística, Letras e Artes",SPE - Estagio/Especializacao no Exterior,Estágio,49290.95
"Lingüística, Letras e Artes",SWE - Doutorado Sanduíche no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,20552368.08602
"Lingüística, Letras e Artes",SWE - Doutorado Sanduíche no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,21030374.87
"Lingüística, Letras e Artes",SWE - Doutorado Sanduíche no Exterior,Bolsas de Doutorado,5991399.6
"Lingüística, Letras e Artes",SWG - Graduação Sanduíche no Exterior,Bolsas de Graduação,17452417.5
"Lingüística, Letras e Artes",SWP - Doutorado Sanduíche no País,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,67107.1
"Lingüística, Letras e Artes",SWP - Doutorado-Sanduiche no Pais,Bolsas de Doutorado,447469.93
Não informado,ARC - Promoção de Eventos Científicos,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,1458361.0
Não informado,DCR - Desenvolvimento Científico Regional,APOIO A PROJETOS DE PESQUISA,2314250.0
Não informado,DTI - Desenvolvimento Tecnológico Industrial,APOIO A PROJETOS DE PESQUISA,4.4
Não informado,GD - Doutorado,APOIO A PROJETOS DE PESQUISA,10501538.1856
Não informado,GM - Mestrado,APOIO A PROJETOS DE PESQUISA,4633475.7
Não informado,IC - Iniciação Científica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,28000.0
Não informado,IT - Iniciação Tecnológica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,161713.3
Não informado,ITI - Iniciação Tecnológica Industrial,APOIO A PROJETOS DE PESQUISA,3.2
Não se aplica,PCI - Programa de Capacitação Institucional,APOIO A PROJETOS DE PESQUISA,50396009.8
Outra,ACT - Apoio ao Desenvolvimento Científico e Tecnológico,Apoio a Projetos de Pesquisas,2937237.96
Outra,ADC - Apoio à Difusão do Conhecimento,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,1686440.2125
Outra,ADC - Apoio à Difusão do Conhecimento,APOIO A PROJETOS DE PESQUISA,2443774.045
Outra,ADC - Apoio à Difusão do Conhecimento,Bolsas de Iniciação Científica,341154.0
Outra,AED - Apoio a Publicações Científicas,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,3785315.40182
Outra,AED - Auxílio a Editoração e Publicação,Apoio a Periódicos Científicos,2561704.0
Outra,AI - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,77845105.17999999
Outra,APQ - Auxílio a Pesquisa,APOIO A PROJETOS DE PESQUISA,543297926.98736
Outra,APQ - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,192743807.25
Outra,APV - Pesquisador Visitante,Apoio a Pesquisador Visitante,334936.99
Outra,ARC - Promoção de Eventos Científicos,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,56364181.31165
Outra,ARC - Promoção de Eventos Científicos,Apoio a Participação/Realização de Eventos,26286110.17
Outra,AT - Apoio Técnico a Pesquisa,Bolsas de Apoio Técnico,4326766.67
Outra,AT - Apoio Técnico à Pesquisa,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,130622.31
Outra,AT - Apoio Técnico à Pesquisa,APOIO A PROJETOS DE PESQUISA,1017942.31
Outra,ATP - Apoio Técnico em Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,1112021.14
Outra,ATP - Apoio Técnico em Extensão no País,APOIO A PROJETOS DE PESQUISA,930503.16
Outra,ATP - Apoio Técnico em Extensão no País,Bolsas de Apoio Técnico,4279446.03
Outra,AVG - Participação em Eventos Cientificos,Apoio a Participação/Realização de Eventos,1008608.99
Outra,BCB -,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,871011.0
Outra,BCB -,APOIO A PROJETOS DE PESQUISA,4021333.0
Outra,BEP - Bolsa Treinamento no Pais,Bolsa de Cota (Curta Dur.),310397.39
Outra,BEV - Bolsa Especialista Visitante,Bolsa de Cota (Curta Dur.),1592501.26
Outra,BJT - Atração de Jovens Talentos,Bolsas de Pesquisador/Especialista Visitante,867900.0
Outra,BSP - Bolsa Treinamento no Exterior,Bolsa de Cota (Curta Dur.),968538.54
Outra,DCR - Desenvolvimento Cientifico Regional,Bolsas de Desenvolvimento Científico e Regional,7782242.0
Outra,DDC - Bolsa de Divulgação e Disseminação Científica,Bolsas de Extensão em Pesquisa,112000.0
Outra,DEJ - Desenvolvimento Tecnológico e Inovação,Bolsas de Graduação,30035.22
Outra,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,Bolsas de Graduação,318856.52
Outra,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,APOIO A COOPERAÇÃO INTERNACIONAL,12008776.14
Outra,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,Bolsas de Graduação,218284.66
Outra,DT - Produtividade Desen. Tec. e Extensão Inovadora,Bolsas de Produtividade em Pesquisa e Tecnologia,8763556.0
Outra,DTC - Desenvolvimento Tecnológico em TICs,Bolsas de Desenvolvimento Tecnológico e Industrial,1217700.0
Outra,DTI - Desenvolvimento Tecnológico Industrial,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,555122.368
Outra,DTI - Desenvolvimento Tecnológico Industrial,APOIO A PROJETOS DE PESQUISA,2609009.958
Outra,DTI - Desenvolvimento Tecnológico Industrial,Bolsas de Desenvolvimento Tecnológico e Industrial,51879256.6
Outra,ESN - Estágio Sênior no Exterior,Estágio,108602.31
Outra,EV - Especialista Visitante,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,94967.2
Outra,EV - Especialista Visitante,APOIO A PROJETOS DE PESQUISA,495411.1
Outra,EV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,2925857.13
Outra,EXP - Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,821346.12
Outra,EXP - Extensão no País,APOIO A PROJETOS DE PESQUISA,502889.52
Outra,EXP - Extensão no País,Bolsas de Extensão em Pesquisa,16388588.73
Outra,GD - Doutorado,APOIO A PROJETOS DE PESQUISA,43216215.032
Outra,GD - Doutorado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,4599301.6891600005
Outra,GD - Doutorado,Bolsas de Doutorado,67343630.54
Outra,GDE - Doutorado no Exterior,Bolsas de Doutorado,32258395.71
Outra,GM - Mestrado,APOIO A PROJETOS DE PESQUISA,15819840.0
Outra,GM - Mestrado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,115995.0
Outra,GM - Mestrado,Bolsas de Mestrado,46271698.98
