palavra,freq
piscicultura,160
políticas,160
mapeamento,158
estabilidade,158
salinidade,158
ebserh,157
plantio,157
ambientais,157
metano,156
vegetais,156
exigências,156
tratamento,155
fusarium,155
nutricional,154
engenharia,154
estadual,154
banco,153
alimento,153
forrageiras,153
óleos,152
oxidativo,152
defesa,151
proteínas,151
indicadores,150
genes,148
moleculares,148
método,148
escola,147
bioprodutos,147
propriedades,147
biometria,147
regional,146
bioinformática,146
amido,146
pibit,146
abiótico,145
vírus,145
pastagens,144
superior,144
variabilidade,143
doutores,143
nativas,142
agrárias,142
cientifica,142
cobertura,142
avicultura,140
sequestro,140
graxos,140
antioxidantes,139
medicina,139
computacional,139
cadeia,138
excelência,138
clima,138
gestão,137
vacina,137
modelo,136
metagenômica,136
solanum,135
frutos,134
muscular,134
redes,134
aditivos,133
serviços,133
fertilizantes,132
proteômica,132
tropicais,131
máquina,130
mata,129
quantitativa,128
intensificação,127
inoculantes,127
biologico,127
ovinos,126
metais,126
empresa,126
fitotecnia,126
suínos,125
mandioca,124
risco,124
virus,123
produtiva,122
novos,122
espectroscopia,122
temperatura,122
fruticultura,122
sensorial,120
relatório,120
balanço,120
hídricos,119
cana,119
bioinsumos,118
fitopatologia,118
perfil,116
promotoras,116
alimentação,116
feijão,116
carlos,115
metabolômica,115
déficit,115
aves,115
restauração,115
recuperação,115
mineral,115
transcriptoma,114
composição,114
atlântica,114
norte,113
hibridação,110
patologia,110
agronomia,109
toxicologia,109
embalagem,109
forrageira,108
açúcar,108
porta,108
júnior,108
pastagem,108
bioenergia,108
caatinga,107
cucumis,107
células,107
carica,107
promotores,107
ecossistêmicos,107
bacillus,107
probiótico,107
computação,107
agroindustriais,107
papaya,107
proteção,106
promoção,106
bioquímica,106
ufal,105
suinocultura,105
aminoácidos,105
essenciais,104
patógenos,104
verde,104
óxido,104
taxonomia,104
circular,104
filogenia,104
lavoura,103
zoonoses,103
renovável,103
junior,103
direto,103
leishmaniose,103
ruminal,103
florestas,102
microalgas,102
essencial,102
métodos,102
vitis,102
base,101
rede,101
estresses,101
predição,100
gado,100
atributos,100
global,99
fortalecimento,99
sativa,99
ciclo,98
fatores,98
bovino,98
ifsertãope,98
extração,98
rurais,97
bicolor,97
sorghum,97
resposta,96
ifam,96
unir,95
gwas,95
antimicrobianos,95
talentos,95
embrião,94
sociais,94
ecológica,94
unioeste,94
pesca,94
pesados,94
degradação,94
bactéria,94
estratégicas,94
motivação,93
enriquecimento,93
agroecologia,93
snps,93
públicas,93
inventário,93
evolução,92
zootecnia,92
fitossanidade,92
foliar,92
manihot,91
industriais,91
suplementação,91
camarão,91
melo,91
transformação,91
germinação,91
bovina,91
fotossíntese,91
farinha,90
forragicultura,90
dinâmica,90
interações,89
peixe,89
genotipagem,89
índice,89
mudas,88
imunidade,88
mosca,88
estrutura,88
novas,88
cães,88
mesa,87
otimização,87
aluno,87
inseto,87
criopreservação,87
produto,87
inovações,87
treinamento,87
insumo,87
nematoide,86
biológicas,86
carcaça,86
neurais,86
básica,86
análises,85
construções,85
uepb,85
abelhas,85
aditivo,85
palma,85
rocha,84
emissão,83
edição,83
oportunidade,83
parâmetros,83
oryza,83
biocombustíveis,83
meliponicultura,82
estoque,82
infecção,82
orgânicos,82
imagens,82
polinização,82
ultrassom,81
ecotoxicologia,81
tecidos,81
plano,81
técnica,81
vigna,81
biológicos,81
daninhas,81
crispr,81
integrados,81
fitopatógenos,81
contaminação,81
humana,80
biodisponibilidade,80
agropecuária,80
físico,80
ganho,80
cultivar,80
leishmania,79
bioprospecção,79
microbiano,79
gordura,79
praga,79
emergentes,79
endofíticos,79
goiás,78
coffea,78
elementos,78
arachis,78
discente,78
calor,77
simulação,77
pimenta,77
celular,77
biotecnológica,77
zootécnico,77
origem,77
alta,77
saudabilidade,77
abióticos,77
difusão,77
mecanização,77
orgânico,76
theobroma,76
bioacessibilidade,76
triticum,76
podridão,76
benéficos,76
situ,76
fibra,76
forragem,76
densidade,76
levedura,75
nitroso,75
queijo,75
características,75
microencapsulação,75
silagem,75
biocontrole,75
enxertos,74
terapêuticas,74
vacas,74
trigo,74
cacau,74
farmacológicas,74
climática,74
voláteis,74
químico,74
sensores,74
micro,74
ornamentais,73
alternativo,73
unguiculata,73
microbianos,73
reuso,73
musa,73
industrial,73
ilpf,73
embriões,73
comunidades,73
probióticos,73
salmonella,72
planejamento,72
tocantins,72
espécie,72
propagação,72
epigenética,72
granífero,72
carrapato,72
mudança,72
minas,72
vigor,71
geoprocessamento,71
inseticidas,71
biopesticidas,71
geotecnologia,71
relação,71
indígenas,71
inoculante,70
acadêmico,70
apicultura,70
acessos,70
mastite,70
tuberosum,70
peptídeos,70
fertilizante,70
nanopartículas,70
fluxo,70
bemisia,70
cromatografia,70
residuos,69
mineralogia,69
batata,69
antimicrobiano,69
suco,69
transporte,69
açaí,69
pedometria,69
espectrometria,69
bebidas,68
colletotrichum,68
vigilância,68
tabaci,68
documentação,68
esculenta,68
alimentares,68
murcha,68
biomarcadores,68
pastejo,67
patógeno,67
citrus,67
ufrrj,67
habilitadoras,66
ácaros,66
decisão,66
pesticidas,66
prioritárias,66
uesc,66
brachiaria,66
minerais,66
energética,66
vegetação,66
poluição,66
extensão,66
citogenética,66
paisagem,65
reino,65
hidrologia,65
tronco,65
digestão,65
consolidação,65
radiação,65
avançados,65
palmeiras,65
insumos,65
infravermelho,65
massa,65
fibras,64
passiflora,64
medio,64
rendimento,64
leguminosas,64
probic,64
proinic,64
deficit,64
saude,63
aquecimento,63
informação,63
indicus,63
andiroba,63
castanha,63
nematoides,63
peso,63
cacao,63
vinifera,63
visceral,63
vacinas,62
enzima,62
frangos,62
silageiro,62
clonal,62
fusariose,62
atmosfera,62
preservação,62
agrobiodiversidade,62
antimicrobiana,62
sacarino,62
indução,62
gerais,62
domésticos,62
nativa,62
ambientes,62
unicamp,62
toxicidade,61
rúmen,61
física,61
teste,61
learning,61
aestivum,61
potencial,61
pará,60
residual,60
dietas,60
suíno,60
azospirillum,60
grandis,60
coqueiro,60
potássio,60
tilápia,60
capacidade,60
espacial,60
inflamação,60
aprendizagem,60
erosão,60
quimiometria,60
regressão,59
geração,59
renováveis,59
consórcio,59
biochar,59
eucalyptus,59
manutenção,59
ovos,59
adaptabilidade,58
microscopia,58
resiliência,58
fitossanitário,58
árvores,58
bioma,58
inovadoras,58
embalagens,58
parcerias,58
anthonomus,58
fenômica,58
caprinos,58
mosaic,58
floricultura,57
metabólitos,57
tradicionais,57
carotenoides,57
carrapatos,57
oleo,57
astronomia,56
astronáutica,56
alto,56
enzimática,56
genetico,56
revestimentos,56
híbridos,56
bovinocultura,56
mineração,56
populações,56
bancos,56
sêmen,56
hortaliças,56
taxa,56
degradadas,56
coprodutos,55
aspergillus,55
vertical,55
confinamento,55
águas,55
máquinas,55
itinerância,54
cências,54
solar,54
gênico,54
ação,54
estatística,54
negra,54
qpcr,54
biotécnicas,54
geoestatística,54
imune,54
protegido,54
silvestres,54
planetários,54
inoculação,54
geográfica,53
doce,53
campo,53
parasitoides,53
consumidor,53
data,53
químicos,53
extratos,53
econômica,53
comunicação,53
golden,53
celulose,53
liberação,53
fenologia,53
básico,53
rizosfera,53
bean,53
comunidade,52
inteligentes,52
ambiência,52
lycopersicum,52
machine,52
condutividade,52
hospedeiro,52
leiteira,52
compactação,52
tamanho,52
natureza,52
colaboração,52
branca,51
produtivos,51
amostragem,51
distribuição,51
espermatozoide,51
ifrn,51
etanol,51
leiteiras,51
genótipos,51
micotoxinas,51
adsorção,51
malus,51
alternativos,51
rondônia,51
pescado,51
radicular,51
edulis,51
leguminosa,50
mecanismos,50
detecção,50
reprodutiva,50
massas,50
hidroponia,50
predador,50
canina,50
acesso,50
maturação,50
isótopos,50
câncer,49
bioqímica,49
terapia,49
viabilidade,49
ferrugem,49
ferrão,49
nutrigenômica,49
indutor,49
aryabhatta,49
rhipicephalus,48
assistida,48
trocas,48
investigação,48
respiração,48
vulnerabilidade,48
pressão,48
sanitária,48
mistos,48
consorciação,48
energias,48
estratégias,48
salino,48
nova,48
deficiência,48
manejos,48
bacteriana,48
agregação,48
subprodutos,48
antocianinas,48
imagem,47
marcador,47
viroses,47
tomada,47
biofilme,47
arabica,47
roraima,47
organismos,47
controlada,47
proteina,47
biodegradáveis,47
visão,47
lignina,47
gasosas,47
tempo,47
feromônio,47
nelore,46
morango,46
tubérculos,46
oxidação,46
folículos,46
termografia,46
redução,46
filmes,46
recombinante,46
herbicida,46
lagarta,46
gramíneas,46
ureia,46
comestíveis,45
biocarvão,45
genótipo,45
transmissão,45
progênies,45
próximo,45
negros,45
alimentícios,45
imuno,45
inserção,45
cas9,45
domestica,45
prebiótico,45
térmica,45
hormônios,45
parasitos,45
frango,45
biofilmes,45
lipídios,45
zoonose,45
seapi,45
carcinicultura,45
proic,45
nematóides,44
sigatoka,44
eucalipto,44
hidrólise,44
maringá,44
febre,44
rotação,44
fontes,44
fitorremediação,44
encapsulação,44
regeneração,44
semioquímicos,44
experimentação,44
rural,44
retenção,44
egressos,44
fragaria,44
taninos,43
anatomia,43
perdas,43
biodisel,43
panamá,43
cálcio,43
magnética,43
oeaginosas,43
estoques,43
meloidogyne,43
batatas,43
pesqueiros,43
morfologia,43
micropropagação,43
clínico,43
histoquímica,43
viral,43
microssatélites,43
proteica,43
aguda,43
elétrica,43
ideias,42
mancha,42
centelha,42
amendoim,42
absorção,42
cafeeiro,42
leveduras,42
baixa,42
lácteos,42
biofertilizante,42
biomas,42
gossypium,42
teor,42
fungicidas,42
dióxido,41
fluorescência,41
grão,41
ração,41
galhas,41
mestres,41
cinética,41
carcaterização,41
brucelose,41
extrato,41
biorrefinaria,41
ecofisiologia,41
estratégicos,41
oleracea,41
mercado,41
temas,41
prática,41
vitamina,40
proteico,40
físicas,40
ananicantes,40
entomologia,40
brasileiro,40
vetor,40
bioecologia,40
herbicidas,40
ativos,40
evapotranspiração,40
geoquímica,40
cirúrgica,40
jequitinhonha,40
vales,40
ativa,40
mucuri,40
toxoplasma,40
pintoi,40
formulação,40
ufrr,40
experimental,39
sclerotinia,39
etileno,39
associação,39
técnicas,39
irrigado,39
pardos,39
taurus,39
índices,39
voluntários,39
torta,39
local,39
região,39
ipomoea,39
membranas,39
terra,39
raiz,39
neotropicais,39
eficiente,39
estáveis,39
nilo,39
fungicida,39
entomopatogênicos,38
semeadura,38
corporal,38
agentes,38
conservacionista,38
raios,38
sedimentos,38
agrotóxicos,38
fertilização,38
fonte,38
reação,38
reaproveitamento,38
conforto,38
quitosana,38
composto,38
classificação,38
defensivos,38
efluentes,38
viticultura,38
identificação,38
bagaço,38
aproveitamento,38
ovino,38
urochloa,38
insecta,38
prebióticos,38
sustentáveis,38
populacional,38
raças,37
agroindústria,37
plasma,37
valorização,37
gondii,37
silenciamento,37
polissacarídeos,37
fisiopatologia,37
patobiologia,37
virulência,37
criação,37
cultivos,37
bioestimulante,37
gestação,37
bioflocos,37
acidez,37
leptospira,37
pequenos,37
maciez,37
magnésio,36
dourados,36
isolamento,36
beta,36
fisiológicos,36
custo,36
reciclagem,36
gatos,36
oreochromis,36
simbiose,36
prenhez,36
nutritivo,36
funcionalidade,36
séries,36
caupi,36
sódio,36
agronômica,36
nutracêuticos,36
hordeum,35
forrageiro,35
silício,35
software,35
aquacultura,35
infraestrutura,35
ressonância,35
sabor,35
incêndios,35
programação,35
metabólica,35
atrai,35
integrativa,35
fertirrigação,35
agroindustrial,35
euterpe,35
tecnnologias,35
anti,35
oligossacarídeos,35
biorremediação,35
frutíferas,35
agregado,35
frio,35
pirólise,34
microplus,34
sólido,34
suporte,34
correlação,34
fenotipagem,34
escoamento,34
energético,34
nuclear,34
raízes,34
intensidade,34
ppgcta,34
drone,34
hirsutum,34
recirculação,34
neural,34
caju,34
startup,34
preta,34
parceria,34
iluminação,34
preto,33
fetal,33
fruta,33
equinos,33
cowpea,33
acúmulo,33
biogás,33
automação,33
revestimento,33
imunologia,33
macrófagos,33
carga,33
histopatologia,33
tomografia,33
restrição,33
fungo,33
cisalhamento,33
temporais,33
emissões,33
saccharomyces,33
panicum,33
niloticus,33
clonagem,32
indicação,32
mild,32
proteoma,32
fruto,32
grossa,32
ponta,32
terras,32
ifms,32
mottle,32
plataforma,32
aquaponia,32
genômico,32
relações,32
sucessão,32
publicação,32
inspeção,32
stricto,32
secundários,32
sensu,32
lipídica,32
ensaio,32
comum,32
sclerotiorum,32
ativo,32
central,32
bacteria,32
lipídico,32
infecciosas,32
infantum,32
desidratação,32
ifro,32
desmame,32
modificadas,31
sulco,31
inimigos,31
econômico,31
matriz,31
biofortificação,31
baixas,31
equino,31
ufscar,31
população,31
oliva,31
equações,31
seringueira,31
ativação,31
folicular,31
compostagem,31
fisiológica,31
ensaios,31
superficial,31
solução,31
nanofibras,31
staphylococcus,31
dispersão,31
cerevisiae,31
prateleira,31
histologia,31
nióbio,31
afirmativa,31
zebu,31
agroambientais,31
marinhos,31
caprino,31
enxerto,31
temperado,31
isotópica,31
pasto,31
vulgare,31
substâncias,31
micologia,31
polinizadores,31
bióticos,30
soro,30
citocinas,30
músculo,30
crônica,30
algodão,30
condição,30
espectral,30
clones,30
embrionário,30
emulsão,30
hidrológica,30
meta,30
allium,30
inic,30
resistencia,30
dejeto,30
testes,30
disponibilidade,30
gotejamento,30
gallus,30
efeitos,30
corantes,30
líquida,30
trichoderma,30
gene,30
medicinal,30
americana,30
persea,30
alumínio,30
unifran,30
material,30
zinco,29
laboratório,29
arbóreas,29
oleaginosas,29
dano,29
ensilagem,29
rnai,29
globais,29
alternativas,29
microorganismos,29
ddpa,29
anacardium,29
biodiesel,29
novilhas,29
ananassa,29
alata,29
bacteriologia,29
pomares,29
ecológico,29
virologia,29
tóxicos,29
videira,29
escolas,29
psidium,29
semente,29
várzea,29
proximal,29
rickettsia,29
cientistas,29
crantz,29
inibidores,29
nanocelulose,29
sensor,29
carcinoma,29
ufrj,29
mamária,29
diâmetro,28
cotistas,28
brasília,28
metabolizável,28
humano,28
lixiviação,28
traços,28
vegetativa,28
imunomodulação,28
nitrogenada,28
força,28
temporal,28
urbana,28
rastreabilidade,28
glândula,28
condições,28
bpcp,28
etiologia,28
diferencial,28
superfície,28
artesanal,28
reprodutivo,28
interiorização,28
multivariada,28
suplemento,28
capim,28
parto,28
occidentale,28
quebra,28
fragmentação,28
traço,28
transcriptômica,28
idade,28
elisa,28
ácaro,28
formulações,28
carvão,28
biomateriais,28
unidade,28
biotransformação,28
litopenaeus,28
compósitos,28
fator,28
associações,27
rnaseq,27
sordidus,27
número,27
fitonematoides,27
pastilhas,27
impactos,27
diagnose,27
conilon,27
láticas,27
descontaminação,27
mensuração,27
vazão,27
painéis,27
bassiana,27
infeta,27
primatas,27
aplicativo,27
beauveria,27
ecossistemas,27
anastrepha,27
incremento,27
exatas,27
pólen,27
botânica,27
emergente,27
cosmopolites,27
mama,27
lepidoptera,27
poluentes,27
laranja,27
partículas,27
convencional,27
práticas,27
uvas,27
rotulagem,27
lactação,27
potyvirus,27
abelha,27
cirurgia,27
cárneos,27
metaboloma,27
fracionamento,27
flavus,27
amônia,27
fusão,27
sorologia,27
eletrônica,27
subproduto,27
proteólise,27
biopolímero,26
nicho,26
máxima,26
lunatus,26
ozônio,26
umidade,26
terapêutica,26
pyrus,26
dsrna,26
humanas,26
mellifera,26
apis,26
pegada,26
aflatoxinas,26
salobras,26
daninha,26
micromorfologia,26
competição,26
líquido,26
nanoformulações,26
clínica,26
tipo,26
cereais,26
integrada,26
argila,26
ondas,26
certificação,26
atomização,26
supercrítica,26
conectividade,26
óxidos,26
alternativa,26
brasileira,26
spray,26
biodegradação,26
multirresistência,26
moscas,26
impressão,26
marinha,26
arranjos,26
hidrogel,26
priming,26
perda,26
cupuaçu,26
xanthomonas,26
remediação,26
marinho,25
abacaxi,25
sistemática,25
placenta,25
inverno,25
geneticos,25
limpas,25
antrais,25
matologia,25
contaminantes,25
fruteiras,25
trato,25
nucloes,25
ômicas,25
administração,25
antibióticos,25
imobilização,25
húmicas,25
polifenóis,25
vannamei,25
anestesia,25
emulsões,25
arilsulfatase,25
glicosidase,25
internet,25
coisas,25
experimentais,25
fosfatada,25
franca,25
2020,25
frequência,25
poedeiras,25
direta,25
blockchain,25
permafrost,25
regiões,25
antibiose,25
rápido,25
volume,25
recobrimento,25
entérico,25
louro,25
cultivadas,25
setor,25
espermatozoides,25
leptospirose,25
microrganismo,25
metilação,25
alface,25
ligação,25
amblyomma,25
inativação,25
selvagens,25
bacias,25
hevea,25
variação,25
inovativa,25
melhoria,24
óssea,24
referência,24
genotoxicidade,24
qtls,24
bioativas,24
covid,24
escalonamento,24
bioprocessos,24
vant,24
congelamento,24
resinas,24
spodoptera,24
bioindicadores,24
associativo,24
phakopsora,24
amazônica,24
glúten,24
membrana,24
vetores,24
mycoplasma,24
metagenoma,24
sólidos,24
invasoras,24
coloração,24
door,24
matemática,24
empresas,24
tuberculose,24
igualdade,24
ferro,24
avocado,24
funções,24
remineralizador,24
aeróbia,24
sudoeste,24
livre,24
cama,24
carboidratos,24
dipteryx,24
zika,24
artificiais,24
pectina,24
cooperativismo,23
geneticamente,23
griseola,23
agroflorestais,23
botânicos,23
pseudocercospora,23
especiais,23
aberto,23
bioatividade,23
decomposição,23
goiano,23
reúso,23
oxysporum,23
empregabilidade,23
internacionacionalização,23
nutritiva,23
morfológica,23
adubos,23
semiananicantes,23
spirulina,23
macaúba,23
vaca,23
percepção,23
dendrocronologia,23
sexual,23
moluscos,23
plant,23
bacteriano,23
rubus,23
resina,23
cogumelo,23
casa,23
extrusão,23
diarreia,23
toxoplasmose,23
múltipla,23
estatísticos,23
testículo,23
cheyletus,23
stratiolaelaps,23
malaccensis,23
glifosato,23
scimitus,23
comparativa,23
tóxicas,23
liofilização,23
comestível,23
farmacologia,23
f1buckfast,23
mombucão,23
uruçu,23
extracelulares,23
museu,23
fenotípica,23
grandes,23
horticultura,23
distúrbios,23
acrocomia,23
húmicos,22
oócitos,22
sombreamento,22
induzida,22
concentrado,22
heros,22
medicinais,22
polimorfismo,22
verdes,22
parasitoide,22
resistoma,22
sistêmica,22
dietética,22
fitopatogênicos,22
infravermelha,22
alterações,22
ecopark,22
mecanizada,22
lineares,22
látex,22
obesidade,22
problemas,22
borracha,22
lindemuthianum,22
folículo,22
tecido,22
armadilhas,22
predadores,22
mangifera,22
trypanosoma,22
seminal,22
cera,22
imta,22
enxertia,22
larvicultura,22
maracujá,22
arquitetura,22
cajanus,22
secundário,22
filme,22
rochas,22
genomica,22
proteinas,22
clorofila,22
robusta,22
bainha,22
queima,22
regionais,22
mistura,22
nitrato,22
ectoparasita,22
antracnose,22
doméstico,22
ovulação,22
esgoto,22
bacia,22
ovário,22
leitões,22
herança,22
babaçu,22
maturidade,22
pedologia,22
ombrófila,22
hidrográficas,22
dieta,22
fitovírus,21
bebida,21
formigas,21
amarela,21
selvagem,21
projeção,21
dengue,21
biótico,21
textura,21
desequilíbrio,21
deterioração,21
sedação,21
degradável,21
brasilense,21
amadurecimento,21
trânsito,21
concessão,21
silicática,21
parasitárias,21
ácida,21
pasteurização,21
silicato,21
seletividade,21
condução,21
inseminação,21
neoplasia,21
ampla,21
estrutural,21
racional,21
colesterol,21
linhagens,21
delineamentos,21
pedogênese,21
suscetibilidade,21
tambaqui,21
precoce,21
ipyporã,21
nematologia,21
chlorella,21
etologia,21
desoxinivalenol,21
calagem,21
rrna,21
real,21
bioacumulação,21
patogenicidade,21
melanoma,21
pgpr,21
based,21
mulheres,21
folhas,21
mamíferos,21
miniestaquia,21
digestiva,21
comosus,21
mecânicas,21
instalações,20
intoxicação,20
illinoinensis,20
solúveis,20
mapas,20
corretos,20
ananas,20
communis,20
longevidade,20
camarões,20
recorrente,20
escala,20
espermatogênese,20
ruminante,20
nanoencapsulação,20
negras,20
bionanotecnologia,20
recurso,20
guajava,20
selênio,20
pinus,20
síntese,20
coleta,20
ribeirinha,20
cartucho,20
encapsulamento,20
plantações,20
aflp,20
ingredientes,20
biohidrogenação,20
biopolímeros,20
cafeicultura,20
progesterona,20
vibrio,20
regulação,20
convolucionais,20
currículo,20
carya,20
produtivo,20
felinos,20
lactuca,20
raquete,20
prevenção,20
secas,20
níveis,20
aquáticos,20
virais,20
transição,20
cebola,20
vitivinicultura,20
reguladores,20
resistente,20
bioanálise,20
hidráulica,20
farelo,20
tracking,20
ovinocultura,20
zoneamento,20
adubo,20
interculturalidade,20
nitrogenados,20
iônica,20
diagnostico,20
gastrointestinal,20
aclimatação,20
limpeza,20
tecnológicas,20
pimentão,20
específica,20
abundância,20
diabetes,20
caroço,20
galinha,20
organomineral,20
oxigênio,20
aureus,20
hidrogênio,20
ecologicamente,20
terminação,20
sinalização,20
metal,19
uniformidade,19
dejetos,19
modificada,19
linfoma,19
sulfato,19
inata,19
tumor,19
frutificação,19
espaço,19
estatísticas,19
policultivo,19
energéticas,19
aquática,19
antifúngica,19
lipídeos,19
transbordamento,19
microbiológica,19
falhas,19
ifsp,19
canephora,19
residuária,19
micronutrientes,19
nervoso,19
instrumentação,19
safrinha,19
cucurbita,19
agrofloresta,19
comparada,19
acurácia,19
problematização,19
moniliophthora,19
agrominerais,19
indica,19
povoamentos,19
escalas,19
elemento,19
emulsificação,19
vitelino,19
tomate,19
oncologia,19
ventilação,19
pedotransferência,19
vesículas,19
mortalidade,19
nanismo,19
estatístico,19
recombinantes,19
chuva,19
psilídeo,19
sobrevivência,19
coco,19
medicamentos,19
rendimentos,19
fosfato,19
prunus,19
artrópodes,18
variedades,18
cruzada,18
capsicum,18
phytoseiidae,18
otólitos,18
tilapia,18
reatores,18
rizóbios,18
bioativo,18
fauna,18
biodegradável,18
ricinus,18
assinatura,18
begomovirus,18
floral,18
bohv,18
cortisol,18
cobre,18
biocombustível,18
renda,18
satélite,18
polpa,18
lático,18
superovulação,18
banana,18
volumoso,18
serapilheira,18
vitrificação,18
parasitária,18
serviço,18
araucaria,18
integridade,18
bacterias,18
sorção,18
ilex,18
paraguariensis,18
peptídeo,18
aceitação,18
componentes,18
estratégia,18
fitotoxicidade,18
lácteo,18
cactacea,18
campylobacter,18
precocidade,18
incubação,18
exigência,18
percevejos,18
pigmentos,18
permeabilidade,18
nodulação,18
coeficiente,18
profundo,18
estimação,18
inundação,18
herdabilidade,18
salina,18
cepa,18
fingerprint,18
porco,18
embriogênese,18
fitossanitária,18
braquiária,18
ultravioleta,18
traça,18
reprodutivas,18
combustíveis,18
puberdade,18
rochosos,18
ictiofauna,18
megathyrsus,18
invertebrados,18
engenharias,18
biossalina,18
silviculturais,18
silos,18
antixenose,17
intergranular,17
desmatamento,17
célula,17
pulverização,17
gametogênese,17
fitogênico,17
validação,17
cavalos,17
antropoceno,17
resfriamento,17
zebrafish,17
ultraestrutura,17
volatilização,17
patogênese,17
science,17
pirogênico,17
desafio,17
espermática,17
hidrográfica,17
drosophila,17
canino,17
geotecnologias,17
pseudomonas,17
urease,17
redox,17
oryzae,17
modificação,17
reologia,17
inflamatório,17
polímero,17
antigranizo,17
translacional,17
micorrizas,17
predação,17
degradabilidade,17
mananoligossacarídeos,17
saneamento,17
filogeografia,17
tomateiro,17
aviária,17
enológica,17
multi,17
hypogaea,17
percevejo,17
xilanase,17
mamão,17
dormência,17
ufabc,17
isotermas,17
haemonchus,17
ifba,17
negócios,17
feromônios,17
substituto,17
cenchrus,17
purpureus,17
ufma,17
ssgblup,17
altura,17
nichos,17
rejeito,17
zona,17
biorreator,17
fitobactérias,17
genomas,17
acarologia,17
ecológicos,17
siderurgia,17
liberibacter,17
bezerros,17
condicionador,17
peróxido,17
mista,17
intervalo,17
raça,17
cubense,17
nativos,17
micorriza,17
proteicos,17
impulsionado,17
habitats,17
startups,16
insignis,16
imunológicos,16
constituintes,16
jundiá,16
ecossistema,16
transpiração,16
ceratocystis,16
geostatística,16
estudos,16
sporothrix,16
parasito,16
aéreo,16
híbrida,16
ilegal,16
plasmidoma,16
citri,16
entomopatogênico,16
citrullus,16
platonia,16
sinensis,16
pratylenchus,16
fitólitos,16
xilo,16
vinhos,16
ativas,16
merr,16
protease,16
spondias,16
ordenha,16
fluxos,16
blup,16
frigoríficos,16
meleira,16
salicílico,16
teleósteos,16
modificado,16
computador,16
expansão,16
ômega,16
comerciais,16
ifap,16
lençol,16
invasora,16
freático,16
bioensaios,16
canis,16
mamona,16
hiperespectral,16
escurecimento,16
palhada,16
substrato,16
nanoemulsão,16
ingestão,16
postura,16
lenta,16
eficácia,16
babesia,16
convencionais,16
climáticos,16
maça,16
antibiótico,16
salinos,16
maricultura,16
resistografia,16
brasileiros,16
regenerativa,16
microalga,16
ferramentas,16
fitoterapia,16
aleloquímicos,16
ufpa,16
densa,16
morfometria,16
nordeste,16
geoprocessametno,16
