"grande_area","area","subarea","valor"
"Ciências da Saúde","Medicina","Clínica Médica","170106898544"
"Ciências Biológicas","Biotecnologia","Biotecnologia Ambiental e Recursos Naturais","164536178389"
"Ciências Exatas e da Terra","Química","Química Analítica","143892717398"
"Ciências Biológicas","Ecologia","Ecologia Aplicada","98700793692"
"Ciências Exatas e da Terra","Ciências Ambientais","Não informado","93897943572"
"Ciências Biológicas","Biotecnologia","Biotecnologia em Saúde Humana e Animal","83937958042"
"Ciências da Saúde","Saúde Coletiva","Saúde Pública","76628519904"
"Ciências Biológicas","Microbiologia","Biologia e Fisiologia dos Microorganismos","63894351938"
"Ciências Agrárias","Agronomia","Fitossanidade","58737994736"
"Ciências Exatas e da Terra","Química","Química Orgânica","58654667876"
"Ciências Agrárias","Agronomia","Fitotecnia","57298801367"
"Ciências Biológicas","Ecologia","Ecologia de Ecossistemas","55630355535"
"Engenharias","Engenharia de Materiais e Metalúrgica","Materiais Não-Metálicos","55288674555"
"Ciências Exatas e da Terra","Física","Física da Matéria Condensada","53143094237"
"Ciências Biológicas","Genética","Genética Humana e Médica","51621217845"
"Outra","Multidisciplinar","Ensino","49969645716"
"Engenharias","Engenharia Química","Processos Ambientais e Tecnologias Limpas","45758359300"
"Ciências Exatas e da Terra","Química","Físico-Química","44477637216"
"Ciências Agrárias","Medicina Veterinária","Medicina Veterinária Preventiva","44115434155"
"Outra","Divulgação Científica","Não informado","43980602752"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Conservação da Natureza","42631812924"
"Ciências Exatas e da Terra","Ciência da Computação","Metodologia e Técnicas da Computação","39546245978"
"Engenharias","Engenharia Mecânica","Engenharia Térmica","39073343539"
"Ciências Biológicas","Genética","Genética Animal","38778637599"
"Ciências da Saúde","Saúde Coletiva","Epidemiologia","37908336628"
"Ciências Biológicas","Microbiologia","Microbiologia Aplicada","35243457093"
"Ciências Humanas","Sociologia","Outras Sociologias Específicas","35024293401"
"Ciências Humanas","História","História do Brasil","34156016068"
"Engenharias","Engenharia Química","Engenharia de Reações Químicas e Catálise","30115634900"
"Ciências da Saúde","Farmácia","Farmacotecnia","29751033468"
"Ciências da Saúde","Educação Física","Não informado","28829392495"
"Ciências Humanas","Educação","Tópicos Específicos de Educação","28088683355"
"Ciências Agrárias","Agronomia","Ciência do Solo","27033407310"
"Ciências Biológicas","Fisiologia","Fisiologia de Órgãos e Sistemas","26944288404"
"Ciências Humanas","Educação","Ensino-Aprendizagem","26499546884"
"Ciências Exatas e da Terra","Geociências","Geologia","26316065432"
"Ciências Humanas","Geografia","Geografia Humana","26299166355"
"Ciências Biológicas","Zoologia","Taxonomia dos Grupos Recentes","25246084695"
"Engenharias","Engenharia Elétrica","Sistemas Elétricos de Potência","24089735158"
"Ciências Biológicas","Bioquímica","Biologia Molecular","23632878847"
"Ciências Sociais Aplicadas","Administração","Administração Pública","23007490806"
"Ciências Biológicas","Imunologia","Imunologia Aplicada","21938895392"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","21839390520"
"Ciências Exatas e da Terra","Oceanografia","Oceanografia Geológica","21736735367"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","21621416169"
"Engenharias","Engenharia Química","Processos Industriais de Engenharia Química","21542894249"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Aqüicultura","20929263005"
"Ciências Biológicas","Imunologia","Imunologia Celular","20429205802"
"Ciências Exatas e da Terra","Química","Química Inorgânica","20165150888"
"Ciências Exatas e da Terra","Matemática","Geometria e Topologia","19993484361"
"Ciências Biológicas","Biologia Geral","Não informado","19920763603"
"Engenharias","Engenharia Civil","Construção Civil","19773493836"
"Ciências Biológicas","Genética","Genética Molecular e de Microorganismos","19194655361"
"Ciências Exatas e da Terra","Ciência da Computação","Sistemas de Computação","18447017757"
"Ciências Exatas e da Terra","Geociências","Geografia Física","18148828850"
"Ciências Sociais Aplicadas","Economia","Economias Agrária e dos Recursos Naturais","18130190347"
"Engenharias","Engenharia Elétrica","Eletrônica Industrial, Sistemas e Controles Eletrônicos","17799497142"
"Ciências Exatas e da Terra","Física","Física Geral","17474794255"
"Ciências Biológicas","Parasitologia","Entomologia e Malacologia de Parasitos e Vetores","17351563075"
"Ciências Sociais Aplicadas","Comunicação","Teoria da Comunicação","17145601176"
"Ciências Biológicas","Biotecnologia","Biotecnologia Vegetal","16836419772"
"Ciências Humanas","Psicologia","Psicologia Social","16448231106"
"Ciências Sociais Aplicadas","Administração","Administração de Empresas","16293200669"
"Ciências Biológicas","Botânica","Fisiologia Vegetal","16215748528"
"Ciências Agrárias","Medicina Veterinária","Reprodução Animal","16179327462"
"Engenharias","Engenharia Biomédica","Bioengenharia","16105038414"
"Ciências da Saúde","Odontologia","Clínica Odontológica","16091839287"
"Engenharias","Engenharia Elétrica","Telecomunicações","15877068512"
"Ciências Agrárias","Zootecnia","Produção Animal","15705203891"
"Ciências Biológicas","Morfologia","Citologia e Biologia Celular","15576709672"
"Ciências Exatas e da Terra","Física","Física das Partículas Elementares e Campos","15462385813"
"Ciências Biológicas","Farmacologia","Neuropsicofarmacologia","14876803809"
"Ciências Exatas e da Terra","Matemática","Análise","14869704043"
"Lingüística, Letras e Artes","Lingüística","Teoria e Análise Lingüística","14631600113"
"Ciências Humanas","Educação","Fundamentos da Educação","14626634209"
"Ciências Biológicas","Farmacologia","Farmacologia Bioquímica e Molecular","14618019640"
"Ciências Biológicas","Botânica","Taxonomia Vegetal","14600104679"
"Ciências Biológicas","Parasitologia","Protozoologia de Parasitos","14332052345"
"Ciências Exatas e da Terra","Geociências","Geofísica","14230867852"
"Engenharias","Engenharia Química","Tecnologia Química","14211666773"
"Ciências da Saúde","Farmácia","Farmacognosia","13862024379"
"Lingüística, Letras e Artes","Lingüística","Lingüística Aplicada","13822711432"
"Ciências Biológicas","Bioquímica","Metabolismo e Bioenergética","13649305843"
"Ciências Exatas e da Terra","Oceanografia","Oceanografia Biológica","13461777364"
"Ciências Exatas e da Terra","Geociências","Meteorologia","13368507565"
"Engenharias","Engenharia Civil","Geotécnica","13110012561"
"Engenharias","Engenharia de Produção","Gerência de Produção","12676713656"
