"ano","cidade","pais","total"
"2005","Pato Branco","BRA - Brasil","23926.53"
"2005","Oklahoma City","EUA - Estados Unidos","23850.73"
"2005","Zaragoza","ESP - Espanha","23656.73"
"2005","Paulínia","BRA - Brasil","23221.72"
"2005","Gembloux","BEL - Bélgica","23165.8"
"2005","Tokyo","JAP - Japão","23103.43"
"2005","Ijuí","BRA - Brasil","22795.84"
"2005","Hagen","RFA - Alemanha","22765.44"
"2005","Nova Odessa","BRA - Brasil","22578.24"
"2005","Coral Gables","EUA - Estados Unidos","22464.55"
"2005","Coventry","ING - Inglaterra","22434.48"
"2005","Lincoln","EUA - Estados Unidos","22380.88"
"2005","Merced","EUA - Estados Unidos","22355.3"
"2005","Cincinnati","EUA - Estados Unidos","21911.36"
"2005","Birmingham","ING - Inglaterra","21843.27"
"2005","Macaé","BRA - Brasil","21770"
"2005","Palma","ESP - Espanha","21724.72"
"2005","Serrana","BRA - Brasil","21651.90"
"2005","Antwerpen","BEL - Bélgica","21616.04"
"2005","Cachan","FRA - França","21302.88"
"2005","Aquidauana","BRA - Brasil","21289.68"
"2005","Joaçaba","BRA - Brasil","21289.68"
"2005","Santos","BRA - Brasil","21289.68"
"2005","Bremerhaven","RFA - Alemanha","21132.13"
"2005","Notre Dame","EUA - Estados Unidos","21039.53"
"2005","Alfenas","BRA - Brasil","21029.66"
"2005","Berkeley","EUA - Estados Unidos","20878.32"
"2005","Seattle","EUA - Estados Unidos","20742.32"
"2005","Ipatinga","BRA - Brasil","19967.04"
"2005","Oviedo","ESP - Espanha","19382.34"
"2005","Milton Keynes","ING - Inglaterra","18852.84"
"2005","Vienna","AUT - Austria","18777.4"
"2005","Honolulu","EUA - Estados Unidos","18602.3"
"2005","Newcastle","ING - Inglaterra","18117.46"
"2005","Leipzig","RFA - Alemanha","17719.85"
"2005","Anápolis","BRA - Brasil","17488.78"
"2005","Geneve","SUI - Suiça","17329.46"
"2005","Tubarão","BRA - Brasil","17300.75"
"2005","Saint Louis","EUA - Estados Unidos","17206.2"
"2005","Tulsa","EUA - Estados Unidos","17131.35"
"2005","Santo Ângelo","BRA - Brasil","16853"
"2005","Sydney","AUS - Austrália","16726.09"
"2005","Santiago","CHL - Chile","16699.19"
"2005","Dresden","RFA - Alemanha","16425.06"
"2005","Cambé","BRA - Brasil","15741.25"
"2005","Syracuse","EUA - Estados Unidos","15461.3"
"2005","College Park","EUA - Estados Unidos","15358.53"
"2005","Colombo","BRA - Brasil","15231.57"
"2005","Camaçari","BRA - Brasil","14802.82"
"2005","Delft","HOL - Holanda","14581.65"
"2005","Jouy-en-Josas","FRA - França","14504.77"
"2005","Meyrin","SUI - Suiça","14504.77"
"2005",NULL,"POR - Portugal","14083.05"
"2005","Greenville","EUA - Estados Unidos","13956.82"
"2005","Getafe","ESP - Espanha","13678.6"
"2005","Darmstadt","RFA - Alemanha","12906.84"
"2005","Pisa","ITA - Itália","12722.8"
"2005","Francisco Morato","BRA - Brasil","12682.83"
"2005","Stillwater","EUA - Estados Unidos","12673.01"
"2005","Eusébio","BRA - Brasil","12170.4"
"2005","Jundiaí","BRA - Brasil","11262.05"
"2005","Baupte","FRA - França","11076.26"
"2005","Palaiseau","FRA - França","10950.04"
"2005","Chambery","FRA - França","10644.84"
"2005","Itapetinga","BRA - Brasil","10644.84"
"2005","Duque de Caxias","BRA - Brasil","10644.84"
"2005","Sobral","BRA - Brasil","10644.84"
"2005","Knoxville","EUA - Estados Unidos","10644.84"
"2005","Coronel Fabriciano","BRA - Brasil","10644.84"
"2005","Caldas","BRA - Brasil","10644.84"
"2005","Ales","FRA - França","10498.77"
"2005","Bordeaux","FRA - França","8870"
"2005","Heidelberg","RFA - Alemanha","8870"
"2005","Rio Verde","BRA - Brasil","8870"
"2005","Caçapava","BRA - Brasil","8367.12"
"2005",NULL,"ESC - Escócia","7983"
"2005","Maisons-Alfort","FRA - França","7981.47"
"2005","Auburn","EUA - Estados Unidos","7977.71"
"2005","Macapá","BRA - Brasil","6762.28"
"2005","Santa Cruz do Sul","BRA - Brasil","6559.63"
"2005","Linhares","BRA - Brasil","6279.13"
"2005","Cachoeira Paulista","BRA - Brasil","6000"
"2005","Chestnut Hill","EUA - Estados Unidos","5884.56"
"2005","Bom Princípio","BRA - Brasil","4808.28"
"2005","Mansfield","EUA - Estados Unidos","4707.65"
"2005","Diamantina","BRA - Brasil","4639.60"
"2005","Stockholm","SUE - Suécia","4213.85"
"2005","Castro","BRA - Brasil","3472.32"
"2005","Leicester","ING - Inglaterra","3307.35"
"2005","Cáceres","BRA - Brasil","3190.57"
"2005","Athens","EUA - Estados Unidos","2978.14"
"2005","Lund","SUE - Suécia","2942.28"
"2005","Guapimirim","BRA - Brasil","2936.16"
"2005","Ubaporanga","BRA - Brasil","2604.24"
"2005","Videira","BRA - Brasil","2435.12"
"2005","Vassouras","BRA - Brasil","1774.84"
"2005","Guarulhos","BRA - Brasil","1774.84"
"2005","São Gonçalo","BRA - Brasil","1774.84"
"2005","Campo Mourão","BRA - Brasil","1449.06"
"2005","Brusque","BRA - Brasil","1200"
"2005","Poços de Caldas","BRA - Brasil","1200"
"2005","Cornélio Procópio","BRA - Brasil","600"
"2006","Rio de Janeiro","BRA - Brasil","82540174.21"
"2006","São Paulo","BRA - Brasil","81563752.05"
"2006","Porto Alegre","BRA - Brasil","38272503.74"
"2006","Campinas","BRA - Brasil","36251923.29"
"2006","Belo Horizonte","BRA - Brasil","27524841.32"
"2006","Recife","BRA - Brasil","25324387.09"
"2006","Brasília","BRA - Brasil","23909497.04"
"2006","São Carlos","BRA - Brasil","20643848.00"
"2006","Florianópolis","BRA - Brasil","19544937.13"
"2006","Fortaleza","BRA - Brasil","14780755.49"
"2006","Viçosa","BRA - Brasil","12857245.78"
"2006","Ribeirão Preto","BRA - Brasil","12059320.15"
"2006","Salvador","BRA - Brasil","10744485.92"
"2006","Curitiba","BRA - Brasil","9886649.24"
"2006","Natal","BRA - Brasil","9412166.30"
"2006","Piracicaba","BRA - Brasil","7839523.29"
"2006","Belém","BRA - Brasil","7754574.66"
"2006","Niterói","BRA - Brasil","7258792.02"
"2006","São José dos Campos","BRA - Brasil","6835087.44"
"2006","Lavras","BRA - Brasil","6242388.73"
"2006",NULL,"-","5621372.18"
"2006","João Pessoa","BRA - Brasil","5144531.52"
"2006","Manaus","BRA - Brasil","4664522.76"
"2006","Santa Maria","BRA - Brasil","4656414.49"
"2006","Maringá","BRA - Brasil","4161477.37"
"2006","Campina Grande","BRA - Brasil","3815612.69"
"2006","Goiânia","BRA - Brasil","3690228.78"
"2006","Araraquara","BRA - Brasil","3477670.47"
"2006","Uberlândia","BRA - Brasil","2992172.61"
"2006","Pelotas","BRA - Brasil","2820297.59"
"2006","Maceió","BRA - Brasil","2804110.87"
"2006","Vitória","BRA - Brasil","2784156.02"
"2006","Londrina","BRA - Brasil","2759391.44"
"2006","Jaboticabal","BRA - Brasil","2431457.80"
"2006","Rio Claro","BRA - Brasil","2053803.72"
"2006","Seropédica","BRA - Brasil","1991736.87"
"2006","Botucatu","BRA - Brasil","1766984.96"
"2006","Campo Grande","BRA - Brasil","1615290.55"
"2006","São Luís","BRA - Brasil","1571227.33"
"2006","Ouro Preto","BRA - Brasil","1415855.75"
"2006","Rio Grande","BRA - Brasil","1266556.47"
"2006","São Leopoldo","BRA - Brasil","1265327.01"
"2006","Campos dos Goytacazes","BRA - Brasil","1254950.43"
"2006","Juiz de Fora","BRA - Brasil","1220956.42"
"2006","London","ING - Inglaterra","1202545.86"
"2006","Paris","FRA - França","1112307.74"
"2006","Petrópolis","BRA - Brasil","1090121.84"
"2006","Bauru","BRA - Brasil","1040126.98"
"2006","Marília","BRA - Brasil","867205.59"
"2006","Cuiabá","BRA - Brasil","800886.77"
"2006","São José do Rio Preto","BRA - Brasil","772959.90"
"2006","São Cristóvão","BRA - Brasil","739367.51"
"2006","Teresina","BRA - Brasil","702699.08"
"2006","Montreal","CAN - Canadá","682330.66"
"2006","Itajubá","BRA - Brasil","542496.58"
"2006","Feira de Santana","BRA - Brasil","496238.66"
"2006","Ilhéus","BRA - Brasil","458060.09"
"2006","Lorena","BRA - Brasil","457059.88"
"2006","Aracaju","BRA - Brasil","453781.25"
"2006","Porto Velho","BRA - Brasil","450239.24"
"2006","Itaguaí","BRA - Brasil","440451.70"
"2006","Oxford","ING - Inglaterra","429165.91"
"2006","Lisboa","POR - Portugal","381152.21"
"2006","Assis","BRA - Brasil","376994.48"
"2006","Vancouver","CAN - Canadá","375907.21"
"2006","Passo Fundo","BRA - Brasil","373745.61"
"2006","Presidente Prudente","BRA - Brasil","356819.14"
"2006","Stuttgart","RFA - Alemanha","342371.49"
"2006","Dourados","BRA - Brasil","328967.48"
"2006","Gainesville","EUA - Estados Unidos","322276.12"
"2006","Cambridge","EUA - Estados Unidos","321110.91"
"2006","Toronto","CAN - Canadá","312504.39"
"2006","Santo Antônio de Goiás","BRA - Brasil","300447.44"
"2006","Guaratinguetá","BRA - Brasil","297810.32"
"2006",NULL,"ING - Inglaterra","294010.79"
"2006","Reading","ING - Inglaterra","282195.04"
"2006","Madrid","ESP - Espanha","278990.87"
"2006","Bristol","ING - Inglaterra","267388.04"
"2006","Petrolina","BRA - Brasil","265402.01"
"2006","Coimbra","POR - Portugal","260977.17"
"2006","Barcelona","ESP - Espanha","249401.96"
"2006","Sete Lagoas","BRA - Brasil","245596.90"
"2006","Uberaba","BRA - Brasil","233850.99"
"2006",NULL,"EUA - Estados Unidos","231926.16"
"2006","Boston","EUA - Estados Unidos","229535.48"
"2006",NULL,"RFA - Alemanha","227170.37"
"2006","Canoas","BRA - Brasil","225414.17"
"2006","Nova Friburgo","BRA - Brasil","225248.07"
"2006","Porto","POR - Portugal","223056.53"
"2006","São Bernardo do Campo","BRA - Brasil","219181.46"
"2006","Caxias do Sul","BRA - Brasil","217388.65"
"2006","Palmas","BRA - Brasil","215461.41"
"2006","Alegre","BRA - Brasil","214953.90"
"2006","Areia","BRA - Brasil","214327.87"
"2006","Cruz das Almas","BRA - Brasil","214002.76"
"2006","Cambridge","ING - Inglaterra","208288.70"
"2006","Ilha Solteira","BRA - Brasil","208230.64"
"2006","Hamburg","RFA - Alemanha","203937.26"
"2006","Chicago","EUA - Estados Unidos","203511.53"
"2006","Cordeirópolis","BRA - Brasil","201751.45"
"2006","Pirassununga","BRA - Brasil","197862.80"
"2006","Bremen","RFA - Alemanha","196911.39"
"2006","Itatiba","BRA - Brasil","193344.23"
"2006","Austin","EUA - Estados Unidos","189132.08"
"2006","Freiburg","RFA - Alemanha","187679.72"
"2006","Araçatuba","BRA - Brasil","185055.78"
"2006","Paulínia","BRA - Brasil","182872.01"
"2006","Bento Gonçalves","BRA - Brasil","180881.40"
"2006","Leeds","ING - Inglaterra","180191.20"
"2006","Berlin","RFA - Alemanha","175985.87"
"2006","Southampton","ING - Inglaterra","175041.71"
"2006","College Station","EUA - Estados Unidos","171980.07"
"2006","Stanford","EUA - Estados Unidos","170546.34"
"2006","Blumenau","BRA - Brasil","169022.44"
"2006","Itajaí","BRA - Brasil","167805.88"
"2006","Canberra","AUS - Austrália","164180.63"
"2006","Bragança","BRA - Brasil","162231.64"
"2006","Criciúma","BRA - Brasil","161909.37"
"2006","Oakland","EUA - Estados Unidos","158324.09"
"2006","Mogi das Cruzes","BRA - Brasil","158173.00"
"2006","New York","EUA - Estados Unidos","158012.24"
"2006","Milan","ITA - Itália","156784.58"
"2006","Ponta Grossa","BRA - Brasil","156422.16"
"2006","Mossoró","BRA - Brasil","154587"
"2006","Novo Hamburgo","BRA - Brasil","150422.97"
"2006","Denver","EUA - Estados Unidos","148349.34"
"2006","Pontal do Paraná","BRA - Brasil","145138.82"
"2006","Grenoble","FRA - França","144101.21"
"2006",NULL,"FRA - França","143875.92"
"2006","Montpellier","FRA - França","140570.05"
"2006","Dunedin","NZL - Nova Zelândia","140052.54"
"2006","Olinda","BRA - Brasil","138151.76"
"2006","Tübingen","RFA - Alemanha","136101.84"
"2006","Itabuna","BRA - Brasil","133830.10"
"2006","College Park","EUA - Estados Unidos","133553.76"
"2006","Orsay","FRA - França","131166.31"
"2006","Cascavel","BRA - Brasil","130847.37"
"2006","Philadelphia","EUA - Estados Unidos","129607.54"
"2006","Brisbane","AUS - Austrália","127718.62"
"2006","Anápolis","BRA - Brasil","124848.80"
"2006","Potsdam","RFA - Alemanha","123627.38"
"2006","Lexington","EUA - Estados Unidos","123566.17"
"2006","Uppsala","SUE - Suécia","123471.11"
"2006","Baltimore","EUA - Estados Unidos","122721.63"
"2006","Montes Claros","BRA - Brasil","116469.20"
"2006","Vienna","AUT - Austria","114122.85"
"2006","Providence","EUA - Estados Unidos","113432.61"
"2006","La Serena","CHL - Chile","110050.37"
"2006","San Diego","EUA - Estados Unidos","109898.06"
"2006","Champaign","EUA - Estados Unidos","107961.67"
"2006","Salamanca","ESP - Espanha","106722.15"
"2006","Los Angeles","EUA - Estados Unidos","106258.78"
"2006","Enschede","HOL - Holanda","106145.17"
"2006","Kaiserslautern","RFA - Alemanha","105327.28"
"2006","New Haven","EUA - Estados Unidos","104029.88"
"2006","Karlsruhe","RFA - Alemanha","101078.64"
"2006","Zurich","SUI - Suiça","100099.49"
"2006","Macapá","BRA - Brasil","100028.20"
"2006","Franca","BRA - Brasil","99772"
"2006","Santa Gertrudes","BRA - Brasil","98784.42"
"2006","Pasadena","EUA - Estados Unidos","98759.46"
"2006","Varginha","BRA - Brasil","98694.21"
"2006","Pedreira","BRA - Brasil","98633.70"
"2006","St. Catharines","CAN - Canadá","97986.74"
"2006","Townsville","AUS - Austrália","96825.8"
"2006","York","ING - Inglaterra","96819.14"
"2006","Louvain-la-Neuve","BEL - Bélgica","96405.69"
"2006","Joinville","BRA - Brasil","95331.80"
"2006","Santa Rita do Sapucaí","BRA - Brasil","94908.07"
"2006","Santa Luzia do Itanhy","BRA - Brasil","94153.36"
"2006","Ottawa","CAN - Canadá","94038.17"
"2006","Valencia","ESP - Espanha","93981.75"
"2006","Toledo","BRA - Brasil","91778.90"
"2006","Norwich","ING - Inglaterra","90286.65"
"2006","Cold Spring Harbor","EUA - Estados Unidos","90210.83"
"2006","Torino","ITA - Itália","89760.82"
"2006","Antwerpen","BEL - Bélgica","89549.44"
"2006","Simões Filho","BRA - Brasil","88366"
"2006","Duque de Caxias","BRA - Brasil","88111"
"2006","São João del Rei","BRA - Brasil","87540"
"2006","Roma","ITA - Itália","87078.92"
"2006","Sorocaba","BRA - Brasil","86364.52"
"2006","Vitória da Conquista","BRA - Brasil","86226"
"2006","MADISON WI","EUA - Estados Unidos","86052.66"
"2006","Bragança Paulista","BRA - Brasil","85593.07"
"2006","Strasbourg","FRA - França","83498.69"
"2006","Newcastle","ING - Inglaterra","82662.56"
"2006","Wageningen","HOL - Holanda","82615.20"
"2006","Meyrin","SUI - Suiça","82456.64"
"2006","Volta Redonda","BRA - Brasil","82417.07"
"2006","Uxbridge","ING - Inglaterra","82186.54"
"2006","Bologna","ITA - Itália","81976.50"
"2006","Santa Barbara","EUA - Estados Unidos","81624.14"
"2006","Lages","BRA - Brasil","81544"
"2006","University Park","EUA - Estados Unidos","80881.75"
"2006","East Lansing","EUA - Estados Unidos","80474.13"
"2006","Rio Branco","BRA - Brasil","79174.47"
"2006","Nova Lima","BRA - Brasil","79085.51"
"2006","Córdoba","ESP - Espanha","78716.21"
"2006","Ann Arbor","EUA - Estados Unidos","78559.65"
"2006","Evanston","EUA - Estados Unidos","78258.00"
"2006","Rochester","EUA - Estados Unidos","77489.61"
"2006","Melbourne","AUS - Austrália","77341.39"
"2006","Pessac","FRA - França","73966.75"
"2006","Burnaby","CAN - Canadá","73617.84"
"2006","Palermo","ITA - Itália","73564.2"
"2006","Sheffield","ING - Inglaterra","73261.90"
"2006","Perth","AUS - Austrália","72949.77"
"2006",NULL,"DIN - Dinamarca","72630.51"
"2006","Cadiz","ESP - Espanha","72493.92"
"2006","Chapel Hill","EUA - Estados Unidos","72350.88"
"2006","Corumbá","BRA - Brasil","71323.62"
"2006",NULL,"ITA - Itália","70771.29"
"2006","Trois-Rivieres","CAN - Canadá","70596.06"
"2006","Woods Hole","EUA - Estados Unidos","70585.08"
"2006","Ananindeua","BRA - Brasil","69800"
"2006","Raleigh","EUA - Estados Unidos","69202.92"
"2006","Cleveland","EUA - Estados Unidos","68081.82"
"2006","Oak Ridge","EUA - Estados Unidos","67360.36"
"2006","Marechal Cândido Rondon","BRA - Brasil","67238"
"2006","Florence","ITA - Itália","67133.24"
"2006","Kassel","RFA - Alemanha","67060.57"
"2006","Greenville","EUA - Estados Unidos","66498.58"
"2006","Charlotte","EUA - Estados Unidos","66382.05"
"2006","Trieste","ITA - Itália","66057.96"
"2006","Seattle","EUA - Estados Unidos","65999.42"
"2006","Saint-Denis","FRA - França","65969.71"
"2006","Barueri","BRA - Brasil","65669.21"
"2006","Saint Louis","EUA - Estados Unidos","65638.55"
"2006","Newark","EUA - Estados Unidos","65306.16"
"2006","Davis","EUA - Estados Unidos","64558.34"
"2006","Cachoeira Paulista","BRA - Brasil","64515.52"
"2006","Santos","BRA - Brasil","64144"
"2006","San Antonio","EUA - Estados Unidos","63749.85"
"2006","Aveiro","POR - Portugal","63293.94"
"2006","Boa Vista","BRA - Brasil","62993.12"
"2006","Saquarema","BRA - Brasil","62403.2"
"2006","Manchester","ING - Inglaterra","61514.16"
"2006","Exeter","ING - Inglaterra","61459.46"
"2006","Santander","ESP - Espanha","61450.17"
"2006","Bananeiras","BRA - Brasil","61404.46"
"2006","Itapuranga","BRA - Brasil","60439.92"
"2006","San Vicente del Raspeig","ESP - Espanha","59983.78"
"2006","São Domingos","BRA - Brasil","58918.64"
"2006","Baton Rouge","EUA - Estados Unidos","58440.35"
"2006","Rennes","FRA - França","58343.96"
"2006","Waterloo","CAN - Canadá","57618.89"
"2006","Houston","EUA - Estados Unidos","57458.18"
"2006","Manhattan","EUA - Estados Unidos","57226.73"
"2006","Guelph","CAN - Canadá","57022.12"
"2006","Pato Branco","BRA - Brasil","56046.78"
"2006","Chasseneuil-du-Poitou","FRA - França","56000.47"
"2006","Palaiseau","FRA - França","54931.95"
"2006","Surrey","ING - Inglaterra","54305.64"
"2006","Cajamar","BRA - Brasil","53902.35"
"2006","São Caetano do Sul","BRA - Brasil","53110.66"
"2006","Leiden","HOL - Holanda","53091.33"
"2006","Francisco Morato","BRA - Brasil","52823.10"
"2006","Sydney","AUS - Austrália","52741.38"
"2006","Wurzburg","RFA - Alemanha","52608.05"
"2006","Gif-sur-Yvette","FRA - França","52499.57"
"2006","Oviedo","ESP - Espanha","52244.79"
"2006","Berkeley","EUA - Estados Unidos","52068"
"2006","Amsterdam","HOL - Holanda","51032.00"
"2006","Três Lagoas","BRA - Brasil","50822.72"
"2006","Bozeman","EUA - Estados Unidos","50462.09"
"2006","Kuopio","FIN - Finlândia","50330.08"
"2006","Guapimirim","BRA - Brasil","50085.96"
"2006","Tallahassee","EUA - Estados Unidos","49937.64"
"2006","Saint-Martin-d'Heres","FRA - França","49731.81"
"2006","Glasgow","ESC - Escócia","49558.72"
"2006","São João de Meriti","BRA - Brasil","48754.5"
"2006",NULL,"ESP - Espanha","48695.65"
"2006","Corvallis","EUA - Estados Unidos","48602.46"
"2006","Oklahoma City","EUA - Estados Unidos","48165.52"
"2006","Mexico City","MEX - México","48099.64"
"2006","Joaçaba","BRA - Brasil","47713.1"
"2006","Arraial do Cabo","BRA - Brasil","47504.48"
"2006","Taubaté","BRA - Brasil","46647.3"
"2006","Tours","FRA - França","46576.11"
"2006","Jaguariúna","BRA - Brasil","46346.03"
"2006","Macaé","BRA - Brasil","45710"
"2006","Minneapolis","EUA - Estados Unidos","45686.64"
"2006","Lagoa Santa","BRA - Brasil","44719.86"
"2006","São Raimundo Nonato","BRA - Brasil","44026.08"
"2006","Innsbruck","AUT - Austria","43850.89"
"2006","Durham","EUA - Estados Unidos","43532.84"
"2006","Honolulu","EUA - Estados Unidos","43159.38"
"2006","Atlanta","EUA - Estados Unidos","42911.15"
"2006","Chatenay-Malabry","FRA - França","42886.78"
"2006","Portland","EUA - Estados Unidos","42576.59"
"2006","Bochum","RFA - Alemanha","42199.62"
"2006","Sumaré","BRA - Brasil","42152.64"
"2006","Starkville","EUA - Estados Unidos","42112.32"
"2006","Munich","RFA - Alemanha","42036.05"
"2006","Compiegne","FRA - França","41841.38"
"2006","Tucson","EUA - Estados Unidos","41759.94"
"2006","Santo Ângelo","BRA - Brasil","41558"
"2006","Liverpool","ING - Inglaterra","41516.34"
"2006","Iowa","EUA - Estados Unidos","41193.11"
"2006","Pisa","ITA - Itália","40256.66"
"2006","Guarulhos","BRA - Brasil","39893.12"
"2006","Cerdanyola del Valles","ESP - Espanha","39799.99"
"2006","Marseille","FRA - França","39694.32"
"2006","Bremerhaven","RFA - Alemanha","39468.24"
"2006","Reims","FRA - França","38933.47"
"2006","Eldorado do Sul","BRA - Brasil","38817.07"
"2006","Delft","HOL - Holanda","38620.88"
"2006","Kansas City","EUA - Estados Unidos","37977.37"
"2006","Leipzig","RFA - Alemanha","37965.77"
"2006","Santana de Parnaíba","BRA - Brasil","37756.33"
"2006","Sherbrooke","CAN - Canadá","37729.16"
"2006","Coventry","ING - Inglaterra","37378.41"
"2006","New Brunswick","EUA - Estados Unidos","37216.86"
"2006","Paderborn","RFA - Alemanha","37104.34"
"2006","Guarapuava","BRA - Brasil","36771.07"
"2006","Somosaguas","ESP - Espanha","36666.63"
"2006","Santo André","BRA - Brasil","36340.38"
"2006","Dahlonega","EUA - Estados Unidos","36094.97"
"2006","Nancy","FRA - França","35955.14"
"2006","Pittsburgh","EUA - Estados Unidos","35369.62"
"2006","Le Chesnay","FRA - França","34751.1"
"2006","Gent","BEL - Bélgica","34737.76"
"2006","Tulsa","EUA - Estados Unidos","34460.92"
"2006","Palma","ESP - Espanha","34079.82"
"2006",NULL,"POL - Polônia","33986.18"
"2006","Milton Keynes","ING - Inglaterra","33906.51"
"2006","Colchester","ING - Inglaterra","33433.04"
"2006","Calgary","CAN - Canadá","33422.88"
"2006","Colombo","BRA - Brasil","33356"
"2006","Washington, D. C.","EUA - Estados Unidos","32767.58"
"2006","New Orleans","EUA - Estados Unidos","32583.28"
"2006","Batavia","EUA - Estados Unidos","32548"
"2006","Bom Princípio","BRA - Brasil","32526.94"
"2006",NULL,"SUI - Suiça","32265.42"
"2006","Camaçari","BRA - Brasil","32260.46"
"2006","Halle","RFA - Alemanha","31731.67"
"2006","Ithaca","EUA - Estados Unidos","31616.87"
"2006","Columbia","EUA - Estados Unidos","31577.27"
"2006","Toledo","ESP - Espanha","31547.79"
"2006",NULL,"BEL - Bélgica","31502.68"
"2006","Aachen","RFA - Alemanha","31052.33"
"2006","Göttingen","RFA - Alemanha","30804.24"
"2006","Logan","EUA - Estados Unidos","30641.74"
"2006","Faro","POR - Portugal","29960.82"
"2006",NULL,"CRC - Costa Rica","29642.73"
"2006","Lincoln","EUA - Estados Unidos","29483.08"
"2006","Wollongong","AUS - Austrália","28837.9"
"2006","Ames","EUA - Estados Unidos","28764.78"
"2006","Gaithersburg","EUA - Estados Unidos","28369"
"2006","Cachan","FRA - França","28299.26"
"2006","Halifax","CAN - Canadá","28103.33"
"2006","Laramie","EUA - Estados Unidos","27686.4"
"2006","Dias d'Ávila","BRA - Brasil","27355.53"
"2006","Milwaukee","EUA - Estados Unidos","27270.21"
"2006","Braga","POR - Portugal","27215.45"
"2006","Utrecht","HOL - Holanda","27028.72"
"2006","Baião","BRA - Brasil","26991.54"
"2006","Jena","RFA - Alemanha","26603.42"
"2006","Albuquerque","EUA - Estados Unidos","26452.02"
"2006","Gotemburgo","SUE - Suécia","26408.86"
"2006","Mexico","MEX - México","26130.19"
"2006","Bethesda","EUA - Estados Unidos","25776"
"2006","Aquidauana","BRA - Brasil","25250"
"2006","Marburg","RFA - Alemanha","24904.48"
"2006","Palmerston North","NZL - Nova Zelândia","24432.42"
"2006","Jülich","RFA - Alemanha","24377.17"
"2006","Morgantown","EUA - Estados Unidos","24007.84"
"2006","Athens","EUA - Estados Unidos","23640.45"
"2006","Lille","FRA - França","23360.93"
"2006","Mainz","RFA - Alemanha","23200.27"
"2006","Coral Gables","EUA - Estados Unidos","22883.85"
"2006",NULL,"CAN - Canadá","22666.67"
"2006","Murcia","ESP - Espanha","22035.48"
"2006","Geneve","SUI - Suiça","21987.75"
"2006","Concórdia","BRA - Brasil","21976"
"2006","Weimar","RFA - Alemanha","21952.42"
"2006","Lawrence","EUA - Estados Unidos","21451.19"
"2006","Caldas","BRA - Brasil","21332"
"2006","Princeton","EUA - Estados Unidos","21016.9"
"2006","Genova","ITA - Itália","20997.66"
"2006","Liege","BEL - Bélgica","20991.47"
"2006","Copenhagen","DIN - Dinamarca","20972.52"
"2006","Itapetinga","BRA - Brasil","20912.98"
"2006","Jouy-en-Josas","FRA - França","20826.53"
"2006","Cornélio Procópio","BRA - Brasil","20700"
"2006","Diadema","BRA - Brasil","19967.04"
"2006","Cáceres","BRA - Brasil","19755.07"
"2006","Norman","EUA - Estados Unidos","19558"
"2006","Santa Cruz","EUA - Estados Unidos","19180.59"
"2006","Paulista","BRA - Brasil","18826.02"
"2006","Sobral","BRA - Brasil","18482.52"
"2006","Ulm","RFA - Alemanha","18419.32"
"2006",NULL,"AUS - Austrália","18261.14"
"2006","West Lafayette","EUA - Estados Unidos","18204.96"
"2006","Cape Town","AFS - África do Sul","17997.05"
"2006","Cambé","BRA - Brasil","17880.9"
"2006","Ales","FRA - França","17745.96"
"2006","Bonn","RFA - Alemanha","17720"
"2006","Poços de Caldas","BRA - Brasil","17616.96"
"2006","Belford Roxo","BRA - Brasil","17500"
"2006","Santa Cruz do Sul","BRA - Brasil","17237.05"
"2006","Bloomington","EUA - Estados Unidos","17183.76"
"2006",NULL,"POR - Portugal","17177.72"
"2006","Clermont-Ferrand","FRA - França","17119.13"
"2006","Valdivia","CHL - Chile","16781.49"
"2006","Crissiumal","BRA - Brasil","16734.24"
"2006","Beijing","CHN - China","16642.57"
"2006","Holambra","BRA - Brasil","16629.36"
"2006","Tubarão","BRA - Brasil","16532.04"
"2006","Poitiers","FRA - França","16291.52"
"2006","Regensburg","RFA - Alemanha","16282.14"
"2006","Toulouse","FRA - França","16093.86"
"2006","El Paso","EUA - Estados Unidos","16068.67"
"2006","Quebec","CAN - Canadá","15952.08"
"2006","Paracatu","BRA - Brasil","15783.48"
"2006","Kyoto","JAP - Japão","15649.66"
"2006","Northampton","ING - Inglaterra","15641.13"
"2006","Santarém","BRA - Brasil","14735.01"
"2006","Mont-Saint-Aignan","FRA - França","14518.81"
"2006","Hefei","CHN - China","14444.39"
"2006","Alfenas","BRA - Brasil","14381.07"
"2006","Ijaci","BRA - Brasil","14360.49"
"2006","Salford","ING - Inglaterra","14059.12"
"2006","Santiago de Compostela","ESP - Espanha","14048.36"
"2006","Villejuif","FRA - França","13958.19"
"2006","Budapest","HUN - Hungria","13760.8"
"2006","Amherst","EUA - Estados Unidos","13517.22"
"2006","Tempe","EUA - Estados Unidos","13468.09"
"2006","Lyon","FRA - França","13147.26"
"2006","Richmond","EUA - Estados Unidos","13001.63"
"2006","Tautenburg","RFA - Alemanha","12946.23"
"2006","Worcester","EUA - Estados Unidos","11127.36"
"2006","Coronel Fabriciano","BRA - Brasil","11000"
"2006","Bordeaux","FRA - França","11000"
"2006","Chambery","FRA - França","11000"
"2006","Rio Verde","BRA - Brasil","11000"
"2006","Heidelberg","RFA - Alemanha","11000"
"2006","Granada","ESP - Espanha","11000"
"2006","Zaragoza","ESP - Espanha","11000"
"2006",NULL,"ESC - Escócia","11000"
"2006","São José dos Pinhais","BRA - Brasil","10474.24"
